TextId,WordCount,Genre,Year
7209,45507,FIC,1830
7971,272,FIC,1830
7975,490,FIC,1830
7266,75437,FIC,1830
8723,15755,FIC,1831
7970,148,FIC,1831
7871,383,FIC,1831
7210,52980,FIC,1831
7002,73845,FIC,1831
7054,35214,FIC,1832
7176,73474,FIC,1832
7177,96947,FIC,1832
7909,3691,FIC,1832
7685,227,FIC,1832
7515,279,FIC,1832
8301,428,FIC,1832
8751,16403,FIC,1832
8862,20559,FIC,1832
8842,22241,FIC,1832
8798,17134,FIC,1832
9464,17175,FIC,1832
7029,51467,FIC,1834
7030,56402,FIC,1834
7032,49291,FIC,1834
7012,94321,FIC,1834
7047,58320,FIC,1834
7055,7137,FIC,1834
7062,3120,FIC,1834
7065,1730,FIC,1834
7066,1606,FIC,1834
2652,177055,FIC,1834
7272,63028,FIC,1835
7015,73166,FIC,1835
7016,89189,FIC,1835
7017,78656,FIC,1835
5605,81266,FIC,1835
7052,81147,FIC,1836
7053,79099,FIC,1836
7024,51493,FIC,1839
7011,71548,FIC,1839
8540,9449,FIC,1839
8627,14716,FIC,1839
8698,18867,FIC,1839
7297,101899,FIC,1839
7352,49355,FIC,1839
7335,67362,FIC,1839
554010,5548,MAG,1830
554012,23375,MAG,1830
554013,8837,MAG,1830
554014,9785,MAG,1830
554016,2085,MAG,1830
554050,5199,MAG,1830
554052,3796,MAG,1830
554053,5844,MAG,1830
554055,11875,MAG,1830
554057,22870,MAG,1830
554058,23201,MAG,1830
554067,16830,MAG,1830
554068,7560,MAG,1830
554070,6939,MAG,1830
554071,17456,MAG,1830
554072,5339,MAG,1830
554073,13817,MAG,1830
554074,6011,MAG,1830
554075,22354,MAG,1830
554078,2413,MAG,1830
554080,11750,MAG,1830
554083,28331,MAG,1830
554090,3927,MAG,1831
554093,19064,MAG,1831
554094,8539,MAG,1831
554095,8274,MAG,1831
554096,7952,MAG,1831
554100,10368,MAG,1831
554102,7367,MAG,1831
554103,15137,MAG,1831
554106,7429,MAG,1831
554107,7476,MAG,1831
554108,7343,MAG,1831
554109,6497,MAG,1831
554110,16385,MAG,1831
554117,6606,MAG,1831
554119,7102,MAG,1831
554121,10409,MAG,1831
554122,4465,MAG,1831
554123,14291,MAG,1831
554128,18718,MAG,1831
554129,4176,MAG,1831
554131,13915,MAG,1831
554132,8708,MAG,1831
554133,3401,MAG,1831
563747,4066,MAG,1831
563750,2288,MAG,1831
563786,7374,MAG,1831
563791,10161,MAG,1831
563795,2493,MAG,1831
563798,3662,MAG,1831
563832,9840,MAG,1831
563836,3662,MAG,1831
563838,5078,MAG,1831
563844,13305,MAG,1831
563907,5828,MAG,1831
563912,4788,MAG,1831
563955,5520,MAG,1831
563956,3721,MAG,1831
563958,4102,MAG,1831
563959,7036,MAG,1831
563996,3762,MAG,1831
563998,9768,MAG,1831
564000,2686,MAG,1831
564002,2568,MAG,1831
564006,2077,MAG,1831
564010,3594,MAG,1831
564086,8211,MAG,1832
564090,9391,MAG,1832
564114,8768,MAG,1832
564115,2533,MAG,1832
564125,4023,MAG,1832
564141,7768,MAG,1832
564149,8084,MAG,1832
564161,15361,MAG,1832
564166,2381,MAG,1832
564170,4278,MAG,1832
564171,7214,MAG,1832
564199,5421,MAG,1832
564204,4556,MAG,1832
564207,3369,MAG,1832
564239,5596,MAG,1832
564241,236,MAG,1832
564242,2359,MAG,1832
564244,11095,MAG,1832
564268,2275,MAG,1832
564273,3526,MAG,1832
564276,2655,MAG,1832
564297,10025,MAG,1832
564305,3915,MAG,1832
564307,5791,MAG,1832
564309,4253,MAG,1832
564316,10450,MAG,1832
564345,16806,MAG,1832
564351,6041,MAG,1832
564353,6145,MAG,1832
564355,17108,MAG,1832
564402,7624,MAG,1832
564407,2518,MAG,1832
564427,8549,MAG,1832
554137,13417,MAG,1832
554139,5181,MAG,1832
554141,9978,MAG,1832
554142,13828,MAG,1832
554143,17271,MAG,1832
554146,6090,MAG,1832
554151,17752,MAG,1832
554152,9752,MAG,1832
554153,14650,MAG,1832
554154,11855,MAG,1832
554155,3290,MAG,1832
554163,7039,MAG,1832
554165,18459,MAG,1832
554166,11557,MAG,1832
554167,14409,MAG,1832
554195,14507,MAG,1832
554196,16632,MAG,1832
554197,5228,MAG,1832
554198,13309,MAG,1832
554201,19944,MAG,1832
554209,6823,MAG,1833
554210,29041,MAG,1833
554211,1313,MAG,1833
554213,11360,MAG,1833
554215,5610,MAG,1833
554216,15148,MAG,1833
554219,9335,MAG,1833
554221,12327,MAG,1833
554228,8387,MAG,1833
554230,10263,MAG,1833
554231,42076,MAG,1833
554235,10433,MAG,1833
554241,2987,MAG,1833
554242,1834,MAG,1833
564461,9778,MAG,1833
564465,10952,MAG,1833
564480,5634,MAG,1833
564482,6807,MAG,1833
564484,9565,MAG,1833
564499,5941,MAG,1833
564502,5879,MAG,1833
564525,6260,MAG,1833
564527,9086,MAG,1833
564534,4060,MAG,1833
564536,2709,MAG,1833
564542,4223,MAG,1833
564545,3815,MAG,1833
564553,2620,MAG,1833
564563,6303,MAG,1833
564568,7025,MAG,1833
564579,3441,MAG,1833
564592,4329,MAG,1834
564610,7652,MAG,1834
564613,4947,MAG,1834
564618,5541,MAG,1834
564656,9405,MAG,1834
564662,11341,MAG,1834
564671,2496,MAG,1834
564675,9846,MAG,1834
564684,3563,MAG,1834
564686,3720,MAG,1834
564699,12857,MAG,1834
564701,7046,MAG,1834
564710,4107,MAG,1834
564715,22091,MAG,1834
564732,2019,MAG,1834
564742,21104,MAG,1834
