TextId,WordCount,Genre,Year
8909,24640,FIC,1840
9127,2475,FIC,1840
9320,490,FIC,1840
9329,14595,FIC,1840
7425,4080,FIC,1840
7367,2187,FIC,1840
7381,2670,FIC,1840
7383,2208,FIC,1840
7332,54624,FIC,1840
7373,1708,FIC,1840
7375,4767,FIC,1840
7292,96381,FIC,1840
7256,54491,FIC,1840
7655,212,FIC,1840
7681,47346,FIC,1840
7928,555,FIC,1840
7792,13479,FIC,1840
8208,982,FIC,1840
8098,427,FIC,1840
8121,3308,FIC,1840
8578,6756,FIC,1840
7057,76831,FIC,1840
7355,76210,FIC,1841
9354,8885,FIC,1841
9749,64374,FIC,1842
7388,2069,FIC,1842
8787,32331,FIC,1844
8194,247,FIC,1844
7426,13780,FIC,1844
7503,529,FIC,1844
7545,144,FIC,1844
7571,196,FIC,1844
7103,63619,FIC,1845
7450,18817,FIC,1845
7262,65001,FIC,1845
8037,4997,FIC,1845
556,76651,FIC,1846
544,108980,FIC,1846
8923,14182,FIC,1846
8890,21642,FIC,1847
8919,20611,FIC,1847
7152,43367,FIC,1847
2913,19049,FIC,1847
7995,209,FIC,1847
8541,24976,FIC,1848
7990,699,FIC,1848
7763,320,FIC,1848
7744,170,FIC,1848
7193,235908,FIC,1848
7154,68538,FIC,1848
8878,15222,FIC,1849
9375,2741,FIC,1849
7218,118954,FIC,1849
7006,72199,FIC,1849
7192,134120,FIC,1849
7196,37875,FIC,1849
7200,32037,FIC,1849
583,122669,FIC,1849
7347,54150,FIC,1849
8349,8224,FIC,1849
586497,7073,MAG,1840
586512,33919,MAG,1840
586555,9269,MAG,1840
586556,6765,MAG,1840
586557,6856,MAG,1840
586558,11030,MAG,1840
586564,9007,MAG,1840
586565,37138,MAG,1840
586584,9028,MAG,1840
586586,9686,MAG,1840
554766,9347,MAG,1840
554814,8255,MAG,1840
554815,9122,MAG,1840
554817,11309,MAG,1840
554820,6820,MAG,1840
554841,8982,MAG,1840
554848,10464,MAG,1840
554864,10340,MAG,1840
554869,8759,MAG,1840
554871,19344,MAG,1840
554881,8162,MAG,1840
554894,8272,MAG,1841
554917,7346,MAG,1841
554918,7541,MAG,1841
554920,7653,MAG,1841
554922,26619,MAG,1841
554950,12246,MAG,1841
554974,14717,MAG,1841
554975,12015,MAG,1841
586607,7286,MAG,1841
586616,5691,MAG,1841
586635,12305,MAG,1841
586682,11277,MAG,1841
586728,6514,MAG,1841
586759,4655,MAG,1842
586770,6420,MAG,1842
586800,4368,MAG,1842
586820,9405,MAG,1842
586832,8138,MAG,1842
587022,7951,MAG,1842
554993,20210,MAG,1842
554999,5796,MAG,1842
555024,16349,MAG,1842
555028,14515,MAG,1842
555050,23129,MAG,1842
555088,16626,MAG,1842
555101,17612,MAG,1843
555103,11956,MAG,1843
555104,57732,MAG,1843
555129,8646,MAG,1843
555145,8732,MAG,1843
555146,15644,MAG,1843
555150,13252,MAG,1843
565235,12033,MAG,1843
565236,19415,MAG,1843
565241,6957,MAG,1843
565252,8581,MAG,1843
565253,6735,MAG,1843
565254,7919,MAG,1843
565255,10691,MAG,1843
565258,10069,MAG,1843
565265,8997,MAG,1843
565267,6477,MAG,1843
565272,13372,MAG,1843
565304,7232,MAG,1843
565305,14326,MAG,1843
565306,6194,MAG,1843
565307,9053,MAG,1843
565310,6653,MAG,1843
565311,6228,MAG,1843
565314,6909,MAG,1843
565316,6741,MAG,1843
565335,8238,MAG,1844
565336,8099,MAG,1844
565338,13824,MAG,1844
565349,7017,MAG,1844
565352,7270,MAG,1844
565353,16304,MAG,1844
565358,19931,MAG,1844
565373,20426,MAG,1844
565376,6757,MAG,1844
565293,6308,MAG,1844
565299,18707,MAG,1844
