lemma,1830,1840,1850,sum
[TIRE],41.0,40.0,51.0,132.0
[SHOCK],34.0,38.0,59.0,131.0
[ENSLAVE],32.0,49.0,50.0,131.0
[ANNOY],32.0,39.0,60.0,131.0
[ABSTAIN],53.0,44.0,34.0,131.0
[TOWER],37.0,56.0,38.0,131.0
[READY],33.0,52.0,46.0,131.0
[UP],34.0,54.0,43.0,131.0
[GASP],36.0,48.0,46.0,130.0
[LEADING],37.0,40.0,53.0,130.0
[LADEN],40.0,42.0,48.0,130.0
[OVERSHADOW],48.0,46.0,36.0,130.0
[RIDICULE],49.0,42.0,39.0,130.0
[CONDENSE],26.0,38.0,65.0,129.0
[LURK],45.0,52.0,32.0,129.0
[ANNEX],51.0,54.0,24.0,129.0
[STRIDE],30.0,42.0,57.0,129.0
[FINE],38.0,37.0,54.0,129.0
[ENGENDER],31.0,43.0,55.0,129.0
[SHAME],51.0,39.0,39.0,129.0
[BECKON],27.0,49.0,53.0,129.0
[HARASS],40.0,53.0,35.0,128.0
[PARALYZE],36.0,50.0,42.0,128.0
[PUZZLE],59.0,20.0,49.0,128.0
[INTERSECT],81.0,22.0,25.0,128.0
[FRET],57.0,29.0,42.0,128.0
[COMMISSION],45.0,45.0,37.0,127.0
[NEGOTIATE],65.0,34.0,28.0,127.0
[CROUCH],20.0,70.0,37.0,127.0
[STARTLING],28.0,41.0,58.0,127.0
[ABSENT],38.0,53.0,36.0,127.0
[CRITICIZE],32.0,28.0,66.0,126.0
[CURL],47.0,39.0,40.0,126.0
[EDIT],43.0,36.0,47.0,126.0
[SNAP],55.0,33.0,38.0,126.0
[VIE],38.0,24.0,64.0,126.0
[CLUSTER],44.0,34.0,48.0,126.0
[REMONSTRATE],52.0,37.0,36.0,125.0
[STIFLE],37.0,50.0,38.0,125.0
[LIGHTEN],48.0,32.0,45.0,125.0
[OBVIATE],41.0,27.0,57.0,125.0
[CONSUMMATE],31.0,38.0,56.0,125.0
[HONOUR],96.0,19.0,10.0,125.0
[GLISTEN],33.0,34.0,58.0,125.0
[STAGGER],33.0,46.0,45.0,124.0
[EXHORT],40.0,39.0,45.0,124.0
[MISUNDERSTAND],60.0,39.0,24.0,123.0
[TAME],32.0,37.0,54.0,123.0
[OBLITERATE],41.0,33.0,49.0,123.0
[PERPETRATE],36.0,44.0,42.0,122.0
[TINGE],41.0,32.0,49.0,122.0
[PROFANE],39.0,39.0,44.0,122.0
[PICTURE],32.0,44.0,46.0,122.0
[GRADUATE],46.0,31.0,45.0,122.0
[DIVERSIFY],47.0,30.0,45.0,122.0
[BEGUILE],47.0,51.0,24.0,122.0
[STEW],114.0,4.0,4.0,122.0
[COMBAT],42.0,44.0,36.0,122.0
[ACCEDE],52.0,39.0,30.0,121.0
[DEDUCT],76.0,19.0,26.0,121.0
[POLISH],24.0,31.0,66.0,121.0
[BEQUEATH],34.0,41.0,46.0,121.0
[RESOUND],35.0,50.0,36.0,121.0
[ADJOIN],60.0,32.0,28.0,120.0
[SHIP],48.0,31.0,41.0,120.0
[THWART],35.0,46.0,39.0,120.0
[UNFIT],38.0,37.0,45.0,120.0
[ENLIVEN],50.0,37.0,33.0,120.0
[EVOLVE],8.0,69.0,43.0,120.0
[ELUDE],50.0,39.0,30.0,119.0
[GILD],25.0,32.0,62.0,119.0
[HAUL],51.0,33.0,35.0,119.0
[QUENCH],33.0,37.0,49.0,119.0
[DAMN],36.0,65.0,17.0,118.0
[DIGEST],37.0,38.0,43.0,118.0
[REFINE],37.0,41.0,40.0,118.0
[GLOWING],36.0,43.0,39.0,118.0
[GRAPPLE],40.0,42.0,36.0,118.0
[LEFT],47.0,39.0,32.0,118.0
[SANCTIFY],28.0,54.0,35.0,117.0
[SPURN],33.0,53.0,31.0,117.0
[FORWARD],54.0,37.0,26.0,117.0
[AWARD],47.0,37.0,33.0,117.0
[EMANCIPATE],52.0,37.0,28.0,117.0
[STUMBLE],35.0,37.0,44.0,116.0
[KNIT],37.0,32.0,47.0,116.0
[REAPPEAR],27.0,46.0,43.0,116.0
[SENTENCE],26.0,46.0,44.0,116.0
[PLEASED],38.0,41.0,37.0,116.0
[DISPLACE],37.0,31.0,48.0,116.0
[SPUR],37.0,51.0,28.0,116.0
[DEFRAY],56.0,31.0,29.0,116.0
[CONSPIRE],33.0,42.0,41.0,116.0
[EMBELLISH],42.0,28.0,46.0,116.0
[TRANSPIRE],30.0,32.0,53.0,115.0
[AFFIX],49.0,31.0,35.0,115.0
[PLUNDER],37.0,40.0,38.0,115.0
[SHIFT],42.0,36.0,37.0,115.0
[FATIGUE],30.0,36.0,49.0,115.0
[DELINEATE],42.0,38.0,35.0,115.0
[BLIGHT],35.0,44.0,36.0,115.0
[TOTTER],25.0,50.0,40.0,115.0
[HOWL],32.0,59.0,24.0,115.0
[ALLAY],45.0,33.0,37.0,115.0
[REPRODUCE],16.0,30.0,69.0,115.0
[DISTRUST],44.0,32.0,39.0,115.0
[SMILING],41.0,46.0,28.0,115.0
[COURT],37.0,41.0,36.0,114.0
[COUNSEL],28.0,49.0,37.0,114.0
[WAGE],35.0,44.0,35.0,114.0
[WHISTLE],44.0,38.0,32.0,114.0
[INFLAME],36.0,40.0,38.0,114.0
[DECREE],34.0,44.0,36.0,114.0
[RAIN],23.0,31.0,59.0,113.0
[MOISTEN],52.0,23.0,38.0,113.0
[FILE],56.0,37.0,20.0,113.0
[STING],25.0,39.0,49.0,113.0
[PINCH],34.0,21.0,58.0,113.0
[EYE],52.0,36.0,24.0,112.0
[RECLAIM],41.0,40.0,31.0,112.0
[LANGUISH],44.0,40.0,28.0,112.0
[PANT],34.0,39.0,39.0,112.0
[CHAIN],36.0,47.0,29.0,112.0
[TRANSCEND],21.0,47.0,44.0,112.0
[ACCRUE],50.0,33.0,28.0,111.0
[BETOKEN],36.0,38.0,37.0,111.0
[CLOUD],35.0,22.0,54.0,111.0
[STEEP],37.0,35.0,39.0,111.0
[MUSTER],32.0,31.0,48.0,111.0
[UNCOVER],34.0,40.0,37.0,111.0
[LASH],32.0,41.0,37.0,110.0
[FOREGO],35.0,51.0,24.0,110.0
[WAFT],41.0,31.0,38.0,110.0
[GROUND],28.0,40.0,42.0,110.0
[DULL],27.0,34.0,48.0,109.0
[YEARN],25.0,51.0,33.0,109.0
[REND],21.0,53.0,35.0,109.0
[GRAFT],10.0,52.0,47.0,109.0
[ENTAIL],34.0,24.0,51.0,109.0
[RE-ENTER],41.0,40.0,27.0,108.0
[PROSTRATE],40.0,32.0,36.0,108.0
[SCORN],38.0,26.0,44.0,108.0
[SCRUTINIZE],38.0,35.0,35.0,108.0
[BAPTIZE],20.0,43.0,45.0,108.0
[DISTRESS],32.0,37.0,39.0,108.0
[DEPRESS],25.0,42.0,41.0,108.0
[ABHOR],21.0,44.0,43.0,108.0
[EMPOWER],40.0,30.0,38.0,108.0
[INCLINE],27.0,53.0,28.0,108.0
[PLOUGH],45.0,31.0,31.0,107.0
[WRITHE],17.0,57.0,33.0,107.0
[WRECK],20.0,55.0,32.0,107.0
[DISCRIMINATE],36.0,37.0,34.0,107.0
[BET],19.0,70.0,18.0,107.0
[LOCATE],42.0,28.0,37.0,107.0
[REEL],30.0,36.0,40.0,106.0
[POISON],30.0,41.0,35.0,106.0
[LABOUR],62.0,25.0,19.0,106.0
[RECOIL],40.0,32.0,34.0,106.0
[APPRISE],40.0,36.0,30.0,106.0
[COUPLE],27.0,43.0,36.0,106.0
[PEER],19.0,44.0,43.0,106.0
[FRUIT],34.0,34.0,37.0,105.0
[UNDERMINE],34.0,38.0,33.0,105.0
[EXTORT],31.0,42.0,32.0,105.0
[NURTURE],33.0,40.0,32.0,105.0
[REITERATE],51.0,28.0,26.0,105.0
[MARKED],28.0,37.0,40.0,105.0
[HOIST],21.0,51.0,33.0,105.0
[CONVENE],45.0,38.0,22.0,105.0
[ABSTRACT],39.0,33.0,33.0,105.0
[DISCLAIM],44.0,34.0,27.0,105.0
[INTERSPERSE],39.0,37.0,29.0,105.0
[COOPERATE],39.0,34.0,32.0,105.0
[INSINUATE],30.0,44.0,30.0,104.0
[STUD],37.0,38.0,29.0,104.0
[MITIGATE],32.0,29.0,43.0,104.0
[CONCILIATE],37.0,30.0,37.0,104.0
[APOLOGIZE],32.0,44.0,28.0,104.0
[CULTIVATED],15.0,39.0,50.0,104.0
[GROWL],26.0,36.0,42.0,104.0
[SALLY],35.0,42.0,27.0,104.0
[PINE],33.0,41.0,30.0,104.0
[DISENGAGE],46.0,26.0,31.0,103.0
[SCAN],27.0,34.0,42.0,103.0
[STEADY],33.0,43.0,27.0,103.0
[REPULSE],20.0,26.0,57.0,103.0
[VOUCHSAFE],35.0,47.0,21.0,103.0
[COMPOUND],45.0,20.0,38.0,103.0
[REVISE],39.0,23.0,41.0,103.0
[REGISTER],37.0,21.0,45.0,103.0
[MARKET],36.0,31.0,36.0,103.0
[GUARANTEE],24.0,35.0,44.0,103.0
[FARE],34.0,42.0,26.0,102.0
[CORRESPONDING],40.0,38.0,24.0,102.0
[SPOSE],70.0,26.0,6.0,102.0
[MATCH],41.0,33.0,28.0,102.0
[SMELL],30.0,37.0,35.0,102.0
[EQUIP],29.0,40.0,33.0,102.0
[LOW],33.0,42.0,27.0,102.0
[PERCH],29.0,35.0,38.0,102.0
[REPROVE],28.0,37.0,36.0,101.0
[BLOT],29.0,38.0,34.0,101.0
[SIFT],39.0,22.0,40.0,101.0
[EMBARRASS],35.0,32.0,34.0,101.0
[DEPRECATE],37.0,31.0,33.0,101.0
[DISOBEY],30.0,35.0,36.0,101.0
[DROOP],26.0,39.0,36.0,101.0
[BROOD],29.0,34.0,38.0,101.0
[THICKEN],60.0,17.0,23.0,100.0
[GROPE],24.0,40.0,36.0,100.0
[VIBRATE],33.0,27.0,40.0,100.0
[MEDDLE],23.0,38.0,39.0,100.0
[MODERATE],34.0,39.0,27.0,100.0
[VERSE],41.0,20.0,39.0,100.0
[SHROUD],29.0,34.0,36.0,99.0
[EXULT],36.0,38.0,25.0,99.0
[LIBERATE],23.0,30.0,46.0,99.0
[CONJURE],41.0,34.0,24.0,99.0
[DEVELOPE],26.0,65.0,8.0,99.0
[FAN],26.0,32.0,41.0,99.0
[ROT],32.0,40.0,26.0,98.0
[UNLOCK],26.0,42.0,30.0,98.0
[COUNTENANCE],44.0,23.0,31.0,98.0
[DELUDE],36.0,35.0,27.0,98.0
[ROUGH],21.0,33.0,44.0,98.0
[RETORT],43.0,35.0,20.0,98.0
[ESPOUSE],44.0,31.0,23.0,98.0
[ENQUIRE],65.0,25.0,8.0,98.0
[DISSEMINATE],24.0,46.0,28.0,98.0
[REGARDING],24.0,22.0,52.0,98.0
[MADDEN],22.0,45.0,31.0,98.0
[PAT],32.0,18.0,48.0,98.0
[REVERE],30.0,28.0,39.0,97.0
[TARRY],40.0,29.0,28.0,97.0
[EXTRICATE],30.0,28.0,39.0,97.0
[ASSESS],30.0,44.0,23.0,97.0
[NEUTRALIZE],31.0,26.0,40.0,97.0
[VOW],31.0,25.0,41.0,97.0
[REPUDIATE],16.0,44.0,37.0,97.0
[MERGE],31.0,36.0,30.0,97.0
[BAR],20.0,40.0,37.0,97.0
[FAVOUR],52.0,33.0,12.0,97.0
[HATCH],22.0,24.0,51.0,97.0
[AIL],47.0,23.0,27.0,97.0
[INVIGORATE],39.0,29.0,28.0,96.0
[FULFILL],8.0,37.0,51.0,96.0
[INTERESTED],32.0,38.0,26.0,96.0
[SHINING],16.0,43.0,37.0,96.0
[SUCK],33.0,33.0,30.0,96.0
[GRACE],38.0,32.0,26.0,96.0
[MANURE],31.0,43.0,22.0,96.0
[ENROLL],37.0,26.0,33.0,96.0
[ASSIMILATE],23.0,41.0,32.0,96.0
[REVERT],37.0,30.0,28.0,95.0
[CHANT],46.0,23.0,26.0,95.0
[BLEST],33.0,41.0,21.0,95.0
[SUPPLANT],21.0,37.0,37.0,95.0
[BUD],7.0,51.0,37.0,95.0
[ADMONISH],45.0,23.0,27.0,95.0
[FLOCK],32.0,33.0,30.0,95.0
[RIVET],38.0,21.0,36.0,95.0
[ISOLATE],15.0,39.0,40.0,94.0
[DEBASE],34.0,30.0,30.0,94.0
[BRAND],20.0,47.0,27.0,94.0
[TIME],32.0,29.0,33.0,94.0
[CONDESCEND],32.0,27.0,35.0,94.0
[DISTORT],21.0,43.0,30.0,94.0
[DEBATE],29.0,32.0,33.0,94.0
[COMMENT],35.0,35.0,24.0,94.0
[WAVER],41.0,26.0,27.0,94.0
[DOT],18.0,41.0,34.0,93.0
[IDLE],36.0,25.0,32.0,93.0
[COMMEMORATE],33.0,21.0,39.0,93.0
[EJACULATE],28.0,24.0,41.0,93.0
[APPEND],32.0,38.0,23.0,93.0
[PRY],45.0,18.0,30.0,93.0
[CONVULSE],30.0,33.0,30.0,93.0
[STUFF],41.0,24.0,28.0,93.0
[ILLUMINE],25.0,34.0,34.0,93.0
[STRING],29.0,34.0,30.0,93.0
[CLUTCH],9.0,52.0,31.0,92.0
[EFFACE],43.0,24.0,25.0,92.0
[COMPUTE],36.0,22.0,34.0,92.0
[REPLENISH],23.0,25.0,44.0,92.0
[ACQUIT],28.0,26.0,38.0,92.0
[SKIRT],28.0,30.0,34.0,92.0
[SUBDUED],20.0,41.0,31.0,92.0
[CONTEST],33.0,29.0,30.0,92.0
[PROPOUND],26.0,31.0,34.0,91.0
[QUELL],32.0,34.0,25.0,91.0
[SCRAPE],41.0,15.0,35.0,91.0
[INFECT],34.0,28.0,29.0,91.0
[SEED],28.0,55.0,8.0,91.0
[BREAKFAST],28.0,32.0,31.0,91.0
[WHAR],0.0,85.0,5.0,90.0
[FORETELL],28.0,25.0,37.0,90.0
[SEW],25.0,17.0,48.0,90.0
[BROKEN],38.0,28.0,24.0,90.0
[MOLEST],33.0,19.0,38.0,90.0
[GROUP],18.0,46.0,26.0,90.0
[JOURNEY],25.0,33.0,32.0,90.0
[REFINED],23.0,27.0,39.0,89.0
[LICK],25.0,45.0,19.0,89.0
[IRRITATE],32.0,21.0,36.0,89.0
[COVET],26.0,35.0,28.0,89.0
[GRIN],21.0,40.0,28.0,89.0
[OVERRULE],24.0,32.0,32.0,88.0
[WREATHE],36.0,29.0,23.0,88.0
[RECOUNT],36.0,16.0,36.0,88.0
[WORRY],21.0,28.0,39.0,88.0
[CLEANSE],30.0,22.0,36.0,88.0
[NESTLE],14.0,41.0,33.0,88.0
[ROCK],17.0,31.0,40.0,88.0
[COMPROMISE],23.0,31.0,34.0,88.0
[HISS],24.0,36.0,28.0,88.0
[DISAPPROVE],26.0,38.0,24.0,88.0
[DEMOLISH],29.0,27.0,32.0,88.0
[BETTER],26.0,30.0,31.0,87.0
[CRUMBLE],30.0,25.0,32.0,87.0
[FLAVOR],21.0,11.0,55.0,87.0
[SCARE],29.0,37.0,21.0,87.0
[DON],17.0,10.0,60.0,87.0
[INFEST],27.0,27.0,33.0,87.0
[SCRATCH],35.0,14.0,37.0,86.0
[INTOXICATE],21.0,41.0,24.0,86.0
[INCITE],32.0,24.0,30.0,86.0
[APPEASE],37.0,34.0,15.0,86.0
[RAVE],27.0,29.0,30.0,86.0
[DETEST],27.0,38.0,21.0,86.0
[WIDEN],12.0,37.0,37.0,86.0
[UNSETTLE],43.0,16.0,27.0,86.0
[SLOW],21.0,23.0,42.0,86.0
[LENGTHEN],29.0,26.0,31.0,86.0
[DECOMPOSE],17.0,46.0,23.0,86.0
[SMOTHER],27.0,28.0,31.0,86.0
[GLORIFY],27.0,25.0,33.0,85.0
[PAVE],24.0,38.0,23.0,85.0
[YAWN],26.0,30.0,29.0,85.0
[THROB],18.0,34.0,33.0,85.0
[ANIMATED],41.0,23.0,21.0,85.0
[ATTIRE],12.0,49.0,24.0,85.0
[PURPORT],34.0,30.0,21.0,85.0
[MONOPOLIZE],34.0,29.0,22.0,85.0
[REMIT],46.0,18.0,20.0,84.0
[CONTENDING],35.0,24.0,25.0,84.0
[DELIGHTED],29.0,24.0,31.0,84.0
[EXASPERATE],24.0,25.0,34.0,83.0
[DEVOTED],31.0,28.0,24.0,83.0
[PUFF],42.0,16.0,25.0,83.0
[DISFIGURE],33.0,28.0,22.0,83.0
[EXIT],42.0,35.0,6.0,83.0
[HUG],21.0,35.0,27.0,83.0
[IMMERSE],24.0,22.0,37.0,83.0
[SNEER],15.0,33.0,35.0,83.0
[SLOPE],17.0,36.0,30.0,83.0
[SHATTER],21.0,29.0,33.0,83.0
[SEDUCE],32.0,19.0,32.0,83.0
[DILATE],25.0,28.0,30.0,83.0
[VOLUNTEER],31.0,25.0,26.0,82.0
[MENACE],15.0,29.0,38.0,82.0
[BRUISE],31.0,22.0,29.0,82.0
[BEFIT],26.0,23.0,33.0,82.0
[INTERWEAVE],26.0,28.0,28.0,82.0
[DECREASE],23.0,28.0,31.0,82.0
[SOAK],46.0,22.0,14.0,82.0
[PEN],22.0,31.0,29.0,82.0
[IMPLANT],27.0,34.0,21.0,82.0
[SCORCH],30.0,22.0,30.0,82.0
[PETITION],29.0,30.0,23.0,82.0
[BLACKEN],18.0,23.0,40.0,81.0
[DISCONTINUE],36.0,29.0,16.0,81.0
[SHARPEN],26.0,26.0,29.0,81.0
[PROGRESS],17.0,23.0,41.0,81.0
[THREAD],27.0,31.0,23.0,81.0
[PARE],57.0,13.0,11.0,81.0
[LASTING],32.0,25.0,24.0,81.0
[FRY],68.0,7.0,6.0,81.0
[IMPREGNATE],21.0,27.0,33.0,81.0
[ENCROACH],37.0,21.0,23.0,81.0
[ENDURING],25.0,32.0,24.0,81.0
[OVERHANG],36.0,26.0,19.0,81.0
[SECRETE],20.0,22.0,38.0,80.0
[DERANGE],33.0,24.0,23.0,80.0
[CRIPPLE],24.0,22.0,34.0,80.0
[PLOT],17.0,40.0,23.0,80.0
[STIPULATE],35.0,19.0,26.0,80.0
[PRICK],31.0,27.0,22.0,80.0
[SPELL],30.0,28.0,22.0,80.0
[IMPEACH],42.0,24.0,14.0,80.0
[PROFFER],16.0,30.0,33.0,79.0
[REMAINING],28.0,27.0,24.0,79.0
[ENCOMPASS],23.0,39.0,17.0,79.0
[DIVE],25.0,36.0,18.0,79.0
[LOUNGE],34.0,27.0,18.0,79.0
[EASE],30.0,25.0,24.0,79.0
[MELLOW],30.0,28.0,21.0,79.0
[CARESS],26.0,27.0,26.0,79.0
[DEGENERATE],23.0,29.0,27.0,79.0
[ENNOBLE],21.0,26.0,32.0,79.0
[REDRESS],25.0,33.0,21.0,79.0
[QUIET],19.0,31.0,29.0,79.0
[ENTANGLE],24.0,25.0,30.0,79.0
[SCOLD],28.0,17.0,33.0,78.0
[GOAD],21.0,30.0,27.0,78.0
[TRIFLE],28.0,28.0,22.0,78.0
[NERVE],18.0,33.0,27.0,78.0
[ENGRAVE],27.0,16.0,35.0,78.0
[AVER],26.0,20.0,31.0,77.0
[UNDERVALUE],35.0,21.0,21.0,77.0
[SUBVERT],31.0,23.0,23.0,77.0
[DISGRACE],32.0,24.0,21.0,77.0
[SQUEEZE],47.0,14.0,16.0,77.0
[SHADOW],32.0,24.0,21.0,77.0
[LURE],20.0,32.0,25.0,77.0
[TWINKLE],24.0,28.0,25.0,77.0
[CURTAIL],28.0,28.0,21.0,77.0
[SCRAMBLE],35.0,17.0,24.0,76.0
[MARSHAL],14.0,34.0,28.0,76.0
[GRATE],50.0,7.0,19.0,76.0
[ERADICATE],27.0,30.0,19.0,76.0
[EXCEPTING],40.0,16.0,20.0,76.0
[LIMITED],26.0,20.0,30.0,76.0
[SADDLE],23.0,35.0,18.0,76.0
[DIVERGE],17.0,23.0,36.0,76.0
[INCREASED],23.0,24.0,29.0,76.0
[ADVERTISE],20.0,30.0,26.0,76.0
[SCREEN],25.0,28.0,23.0,76.0
[OVERRUN],17.0,40.0,18.0,75.0
[EMBROIDER],26.0,23.0,26.0,75.0
[ENRAGE],13.0,37.0,25.0,75.0
[STAB],32.0,29.0,14.0,75.0
[CORROBORATE],19.0,12.0,44.0,75.0
[SPORT],12.0,39.0,24.0,75.0
[COMPETE],15.0,31.0,29.0,75.0
[FEAST],18.0,24.0,33.0,75.0
[HADST],25.0,35.0,15.0,75.0
[STORM],24.0,21.0,30.0,75.0
[CLEAVE],18.0,28.0,28.0,74.0
[ALIENATE],21.0,28.0,25.0,74.0
[SHEAR],21.0,25.0,28.0,74.0
[ROVE],16.0,34.0,24.0,74.0
[WHILE],24.0,20.0,30.0,74.0
[SLACKEN],22.0,14.0,38.0,74.0
[TROT],23.0,24.0,27.0,74.0
[STUN],15.0,25.0,34.0,74.0
[CONGREGATE],24.0,25.0,25.0,74.0
[ARRAIGN],18.0,30.0,26.0,74.0
[WAIVE],30.0,24.0,20.0,74.0
[APPALL],24.0,29.0,21.0,74.0
[DISOWN],29.0,19.0,26.0,74.0
[RAMBLE],26.0,20.0,28.0,74.0
[ACCOST],25.0,20.0,29.0,74.0
[PARADE],32.0,22.0,20.0,74.0
[QUARTER],31.0,27.0,16.0,74.0
[CAUTION],25.0,21.0,28.0,74.0
[FOOL],26.0,25.0,23.0,74.0
[GLIMMER],26.0,21.0,26.0,73.0
[UNITED],24.0,23.0,26.0,73.0
[BARTER],26.0,28.0,19.0,73.0
[CLAMBER],24.0,20.0,29.0,73.0
[TREASURE],34.0,18.0,21.0,73.0
[BURDEN],15.0,28.0,30.0,73.0
[TAINT],35.0,22.0,16.0,73.0
[SUBSERVE],16.0,39.0,18.0,73.0
[UPSET],10.0,19.0,44.0,73.0
[FRUSTRATE],27.0,26.0,19.0,72.0
[PATRONIZE],24.0,19.0,29.0,72.0
[FLOATING],25.0,19.0,28.0,72.0
[COMPILE],31.0,20.0,21.0,72.0
[STOW],20.0,27.0,25.0,72.0
[GLADDEN],25.0,19.0,28.0,72.0
[ABSOLVE],24.0,19.0,29.0,72.0
[HEW],28.0,20.0,24.0,72.0
[HEM],24.0,26.0,22.0,72.0
[BUSTLE],39.0,11.0,22.0,72.0
[PREFIX],42.0,15.0,15.0,72.0
[ACCELERATE],25.0,27.0,20.0,72.0
[SHOULDER],26.0,19.0,27.0,72.0
[SUCCEEDING],19.0,27.0,25.0,71.0
[SIMMER],69.0,2.0,0.0,71.0
[ADDICT],25.0,26.0,20.0,71.0
[SUFFUSE],25.0,16.0,30.0,71.0
[CAPTIVATE],15.0,33.0,23.0,71.0
[BRIBE],24.0,31.0,16.0,71.0
[FELL],13.0,20.0,38.0,71.0
[DEIGN],27.0,24.0,20.0,71.0
[SHAVE],33.0,18.0,20.0,71.0
[TILL],10.0,27.0,34.0,71.0
[STRIPED],3.0,20.0,48.0,71.0
[DISCIPLINE],24.0,19.0,28.0,71.0
[ALTERNATE],17.0,33.0,21.0,71.0
[INHALE],22.0,26.0,22.0,70.0
[CIRCUMSCRIBE],22.0,27.0,21.0,70.0
[INITIATE],30.0,25.0,15.0,70.0
[CONSOLIDATE],21.0,23.0,26.0,70.0
[SOBER],29.0,19.0,22.0,70.0
[EXTERMINATE],17.0,21.0,32.0,70.0
[ENDEAR],23.0,23.0,24.0,70.0
[PRIDE],26.0,22.0,22.0,70.0
[SLIGHT],26.0,24.0,20.0,70.0
[FOIL],16.0,26.0,28.0,70.0
[DRIP],19.0,22.0,29.0,70.0
[NULLIFY],34.0,18.0,18.0,70.0
[APPERTAIN],21.0,24.0,24.0,69.0
[FORGE],21.0,26.0,22.0,69.0
[REVOLT],20.0,35.0,14.0,69.0
[SPOT],9.0,35.0,25.0,69.0
[MOTION],18.0,16.0,35.0,69.0
[RECTIFY],32.0,24.0,13.0,69.0
[ATONE],24.0,30.0,15.0,69.0
[BARK],25.0,16.0,28.0,69.0
[MATHEW],0.0,69.0,0.0,69.0
[ELEVATED],25.0,28.0,16.0,69.0
[BEWITCH],19.0,20.0,29.0,68.0
[DRUNK],12.0,37.0,19.0,68.0
[RENEWED],28.0,19.0,21.0,68.0
[ACHE],13.0,17.0,38.0,68.0
[DISDAIN],28.0,18.0,22.0,68.0
[ENTERPRIZE],50.0,14.0,4.0,68.0
[PROPEL],24.0,14.0,30.0,68.0
[POLLUTE],17.0,30.0,21.0,68.0
[COAT],7.0,18.0,43.0,68.0
[DISSENT],22.0,27.0,19.0,68.0
[PROTRUDE],30.0,15.0,22.0,67.0
[FLOG],37.0,18.0,12.0,67.0
[CIRCLE],13.0,42.0,12.0,67.0
[PLAIT],4.0,27.0,36.0,67.0
[GRUMBLE],21.0,22.0,24.0,67.0
[STAKE],24.0,24.0,19.0,67.0
[PROMISING],23.0,23.0,21.0,67.0
[SKIP],12.0,24.0,31.0,67.0
[YELL],17.0,31.0,19.0,67.0
[GARNISH],36.0,18.0,13.0,67.0
[MARVEL],23.0,25.0,19.0,67.0
[COUNTERFEIT],33.0,17.0,17.0,67.0
[TRIP],22.0,23.0,21.0,66.0
[DISPROVE],12.0,29.0,25.0,66.0
[PADDLE],20.0,20.0,26.0,66.0
[BEGET],29.0,16.0,21.0,66.0
[LOAN],25.0,20.0,21.0,66.0
[AMUSING],29.0,15.0,22.0,66.0
[SPILL],20.0,27.0,19.0,66.0
[RAKE],27.0,17.0,22.0,66.0
[DEFRAUD],22.0,25.0,19.0,66.0
[SCALE],13.0,33.0,20.0,66.0
[SCOUR],18.0,31.0,17.0,66.0
[RECIPROCATE],37.0,20.0,9.0,66.0
[REIN],33.0,23.0,10.0,66.0
[SUBSTANTIATE],19.0,20.0,27.0,66.0
[WINK],21.0,15.0,29.0,65.0
[AWE],18.0,22.0,25.0,65.0
[PROTRACT],15.0,25.0,25.0,65.0
[COCK],20.0,33.0,12.0,65.0
[SCALD],49.0,5.0,11.0,65.0
[APPORTION],20.0,33.0,12.0,65.0
[ARTICULATE],18.0,29.0,18.0,65.0
[BRANDISH],21.0,25.0,19.0,65.0
[FERTILIZE],19.0,22.0,24.0,65.0
[CHAFE],13.0,21.0,31.0,65.0
[FEIGN],26.0,18.0,21.0,65.0
[INDICT],11.0,12.0,42.0,65.0
[SPY],12.0,12.0,41.0,65.0
[OVERGROW],22.0,15.0,28.0,65.0
[UNBELIEVER],14.0,24.0,26.0,64.0
[CROWDED],21.0,17.0,26.0,64.0
[PRECEDING],28.0,18.0,18.0,64.0
[CANCEL],26.0,15.0,23.0,64.0
[TICKLE],32.0,11.0,21.0,64.0
[DISAGREE],23.0,18.0,23.0,64.0
[BESIEGE],18.0,19.0,27.0,64.0
[COMPACT],28.0,19.0,17.0,64.0
[DANGLE],17.0,25.0,22.0,64.0
[BRACE],25.0,13.0,26.0,64.0
[SEEMING],14.0,25.0,25.0,64.0
[DWINDLE],19.0,16.0,28.0,63.0
[GIRD],21.0,25.0,17.0,63.0
[CRAM],19.0,23.0,21.0,63.0
[ENLIGHTENED],18.0,22.0,23.0,63.0
[WHITEN],17.0,25.0,21.0,63.0
[SLAUGHTER],21.0,21.0,21.0,63.0
[DEVIATE],26.0,13.0,24.0,63.0
[DETRACT],15.0,21.0,27.0,63.0
[TRIFLING],18.0,23.0,22.0,63.0
[BASK],17.0,21.0,25.0,63.0
[RATE],30.0,19.0,14.0,63.0
[RETRIEVE],19.0,28.0,16.0,63.0
[EMBARRASSED],30.0,18.0,15.0,63.0
[STEM],11.0,9.0,43.0,63.0
[QUAIL],24.0,30.0,9.0,63.0
[ENCUMBER],24.0,20.0,19.0,63.0
[DESIST],19.0,17.0,27.0,63.0
[HOARD],22.0,23.0,18.0,63.0
[PROPHESY],22.0,18.0,22.0,62.0
[COAX],25.0,6.0,31.0,62.0
[DUST],17.0,18.0,27.0,62.0
[TRANSGRESS],19.0,16.0,27.0,62.0
[SOIL],17.0,20.0,25.0,62.0
[TRACK],15.0,24.0,23.0,62.0
[ALARMED],25.0,23.0,14.0,62.0
[FRONT],25.0,18.0,19.0,62.0
[FOOTNOTE],9.0,24.0,29.0,62.0
