lemma,1830,1840,1850,sum
[DISCERNING],3.0,0.0,1.0,4.0
[ENWREATHED],1.0,1.0,2.0,4.0
[CONCENTERED],1.0,3.0,0.0,4.0
[OVERLOADED],1.0,3.0,0.0,4.0
[HICCUP],1.0,3.0,0.0,4.0
[BON],4.0,0.0,0.0,4.0
[INDENTED],1.0,3.0,0.0,4.0
[MOON],1.0,2.0,1.0,4.0
[MATRICULATE],1.0,1.0,2.0,4.0
[KNEELED],3.0,1.0,0.0,4.0
[EXPLOIT],1.0,1.0,2.0,4.0
[FEVERED],1.0,2.0,1.0,4.0
[INTERMEDDLE],1.0,1.0,2.0,4.0
[CROPPED],1.0,1.0,2.0,4.0
[GOOT],4.0,0.0,0.0,4.0
[IMPENDS],1.0,1.0,2.0,4.0
[PLISHED],1.0,0.0,3.0,4.0
[ENTIDED],1.0,3.0,0.0,4.0
[CRAZE],3.0,0.0,1.0,4.0
[AFFILIATE],1.0,0.0,3.0,4.0
[KISEL],4.0,0.0,0.0,4.0
[SHRINED],1.0,3.0,0.0,4.0
[DUGALD],1.0,1.0,2.0,4.0
[MARM],4.0,0.0,0.0,4.0
[DISAPPROVING],1.0,2.0,1.0,4.0
[PARBOILED],4.0,0.0,0.0,4.0
[RE-PUBLISHED],1.0,2.0,1.0,4.0
[SUBORN],1.0,1.0,2.0,4.0
[UNSLINGING],1.0,1.0,2.0,4.0
[SUSPICIONED],3.0,0.0,1.0,4.0
[MISSIONED],1.0,0.0,3.0,4.0
[MUDDLE],1.0,3.0,0.0,4.0
[BROADEN],4.0,0.0,0.0,4.0
[VED],1.0,1.0,2.0,4.0
[SIDLE],1.0,0.0,3.0,4.0
[COMMINGLED],0.0,3.0,1.0,4.0
[AH],0.0,4.0,0.0,4.0
[HECTORE],0.0,2.0,2.0,4.0
[OSED],2.0,1.0,1.0,4.0
[SPIRITUALIZED],2.0,0.0,2.0,4.0
[PRISON],0.0,2.0,2.0,4.0
[PAMPERED],2.0,1.0,1.0,4.0
[TUT],3.0,1.0,0.0,4.0
[ROBED],3.0,1.0,0.0,4.0
[DEFECT],2.0,1.0,1.0,4.0
[ENDANGERED],2.0,0.0,2.0,4.0
[MODERNIZE],0.0,2.0,2.0,4.0
[LOCALIZE],0.0,2.0,2.0,4.0
[PROCRASTINATE],2.0,2.0,0.0,4.0
[PEDE],2.0,1.0,1.0,4.0
[WHISHT],2.0,2.0,0.0,4.0
[TAPESTRY],2.0,1.0,1.0,4.0
[OVER-WROUGHT],2.0,0.0,2.0,4.0
[MANNERING],2.0,0.0,2.0,4.0
[PROBING],0.0,2.0,2.0,4.0
[REISSUE],2.0,1.0,1.0,4.0
[FLEXURE],0.0,2.0,2.0,4.0
[COUNTERMARCH],0.0,2.0,2.0,4.0
[LEER],2.0,0.0,2.0,4.0
[INGULF],2.0,1.0,1.0,4.0
[LATHED],2.0,0.0,2.0,4.0
[RE-LOADED],2.0,2.0,0.0,4.0
[NOTHER],2.0,2.0,0.0,4.0
[VENTILATED],2.0,0.0,2.0,4.0
[HARMONISE],2.0,0.0,2.0,4.0
[GUM],0.0,2.0,2.0,4.0
[OILED],3.0,0.0,1.0,4.0
[TRODE],0.0,2.0,2.0,4.0
[PURIFIED],2.0,1.0,1.0,4.0
[NECK],2.0,1.0,1.0,4.0
[SECH],2.0,0.0,2.0,4.0
[NING],3.0,0.0,1.0,4.0
[DRIVELLING],2.0,1.0,1.0,4.0
[GOD-SEND],3.0,0.0,1.0,4.0
[UNFLAGGING],0.0,1.0,3.0,4.0
[CUSHIONED],0.0,2.0,2.0,4.0
[INSPIRITING],0.0,1.0,3.0,4.0
[NECES],3.0,0.0,1.0,4.0
[PROOF],2.0,1.0,1.0,4.0
[LIONIZING],0.0,1.0,3.0,4.0
[GROOM],2.0,0.0,2.0,4.0
[BROMINE],0.0,2.0,2.0,4.0
[ENDUE],0.0,1.0,3.0,4.0
[SNAPPISH],3.0,1.0,0.0,4.0
[PAPER],2.0,0.0,2.0,4.0
[EK],0.0,2.0,2.0,4.0
[HUMILIATING],0.0,1.0,3.0,4.0
[BROADCAST],0.0,2.0,2.0,4.0
[ENROBED],3.0,0.0,1.0,4.0
[SHET],2.0,2.0,0.0,4.0
[DREAR],0.0,1.0,3.0,4.0
[COUNTERWORKING],0.0,1.0,3.0,4.0
[FORWARDS],3.0,0.0,1.0,4.0
[ETHEREALIZED],0.0,1.0,3.0,4.0
[CRUSHED],0.0,1.0,3.0,4.0
[OP],0.0,2.0,2.0,4.0
[DRUDGE],2.0,1.0,1.0,4.0
[AQUILINE],0.0,2.0,2.0,4.0
[UNHOOK],2.0,2.0,0.0,4.0
[ENCHANTED],2.0,1.0,1.0,4.0
[LATING],2.0,1.0,1.0,4.0
[DISHONOURED],3.0,1.0,0.0,4.0
[PALLIATES],0.0,2.0,2.0,4.0
[TACITURN],2.0,2.0,0.0,4.0
[SHINETH],2.0,0.0,2.0,4.0
[CROYEZ],0.0,0.0,4.0,4.0
[CIATED],0.0,0.0,4.0,4.0
[SUBLIMATED],3.0,1.0,0.0,4.0
[LIMITING],2.0,1.0,1.0,4.0
[ELONGATED],2.0,0.0,2.0,4.0
[WITB],2.0,2.0,0.0,4.0
[PERILED],2.0,1.0,1.0,4.0
[JOT],0.0,0.0,4.0,4.0
[GUDE],3.0,1.0,0.0,4.0
[FRIZ],2.0,1.0,1.0,4.0
[GIE],2.0,1.0,1.0,4.0
[CLASSIFIED],0.0,1.0,3.0,4.0
[POLK],0.0,0.0,4.0,4.0
[AVAILETH],2.0,2.0,0.0,4.0
[SHOP],0.0,0.0,4.0,4.0
[DARKLING],3.0,1.0,0.0,4.0
[REMEM],0.0,0.0,4.0,4.0
[RELAXING],2.0,2.0,0.0,4.0
[DAGUERREOTYPE],0.0,0.0,4.0,4.0
[CURVETTING],2.0,2.0,0.0,4.0
[OXIDIZE],0.0,0.0,4.0,4.0
[SEGREGATE],2.0,1.0,1.0,4.0
[TRUCKLE],2.0,1.0,1.0,4.0
[IVILL],2.0,2.0,0.0,4.0
[SHOVEL],2.0,1.0,1.0,4.0
[BESIEGED],2.0,0.0,2.0,4.0
[SUMHOW],0.0,4.0,0.0,4.0
[CURTAINED],2.0,1.0,1.0,4.0
[IKE],3.0,1.0,0.0,4.0
[RUT],2.0,1.0,1.0,4.0
[ITED],0.0,1.0,3.0,4.0
[TRAVESTIED],2.0,0.0,2.0,4.0
[KNUD],0.0,0.0,4.0,4.0
[DISENCUMBERED],2.0,2.0,0.0,4.0
[UNCALCULATING],2.0,2.0,0.0,4.0
[SAYETH],2.0,2.0,0.0,4.0
[COGNIZE],2.0,0.0,2.0,4.0
[CHAUNTING],3.0,1.0,0.0,4.0
[CRAMPED],2.0,2.0,0.0,4.0
[THIRSTETH],3.0,0.0,1.0,4.0
[TREASURED],2.0,1.0,1.0,4.0
[PERK],3.0,0.0,1.0,4.0
[DISCOUNTENANCING],3.0,0.0,1.0,4.0
[IMPORTUNATE],2.0,1.0,1.0,4.0
[CUDDLE],0.0,0.0,4.0,4.0
[INVERTED],2.0,2.0,0.0,4.0
[TUNNEL],0.0,0.0,4.0,4.0
[BLEARED],0.0,1.0,3.0,4.0
[BAYONETE],0.0,1.0,3.0,4.0
[ASSORTED],2.0,2.0,0.0,4.0
[RUMPLE],2.0,1.0,1.0,4.0
[MAZE],0.0,0.0,4.0,4.0
[SEEKETH],0.0,1.0,3.0,4.0
[CENTRALIZED],0.0,0.0,4.0,4.0
[OVERDRAW],2.0,1.0,1.0,4.0
[BUTTRESS],0.0,0.0,4.0,4.0
[TRILL],0.0,1.0,3.0,4.0
[TENON],0.0,0.0,4.0,4.0
[CAGED],2.0,1.0,1.0,4.0
[BETAKES],3.0,1.0,0.0,4.0
[SHOAL],0.0,0.0,4.0,4.0
[ROOM],0.0,1.0,3.0,4.0
[TREED],2.0,1.0,1.0,4.0
[INTERDICTS],2.0,1.0,1.0,4.0
[STRATIFIED],0.0,3.0,1.0,4.0
[WELLNIGH],0.0,1.0,3.0,4.0
[TWAIN],0.0,3.0,1.0,4.0
[THREAT'NING],2.0,1.0,1.0,4.0
[BLOWETH],2.0,1.0,1.0,4.0
[POLARIZE],1.0,1.0,2.0,4.0
[OVERHANGING],0.0,3.0,1.0,4.0
[PARCH],0.0,3.0,1.0,4.0
[HYDRATE],0.0,3.0,1.0,4.0
[GAINST],0.0,3.0,1.0,4.0
[DISINTEGRATE],0.0,1.0,3.0,4.0
[BELABORED],0.0,3.0,1.0,4.0
[MONKISH],2.0,0.0,2.0,4.0
[ALIENATED],0.0,3.0,1.0,4.0
[MENACING],0.0,3.0,1.0,4.0
[M],0.0,1.0,3.0,4.0
[VICTIMIZE],0.0,1.0,3.0,4.0
[HELIEVE],2.0,1.0,1.0,4.0
[BAPTIZED],0.0,1.0,3.0,4.0
[JUGGED],0.0,3.0,1.0,4.0
[INCASED],2.0,1.0,1.0,4.0
[SWELTER],0.0,1.0,3.0,4.0
[TEM],0.0,1.0,3.0,4.0
[O'ERTAKE],0.0,3.0,1.0,4.0
[PICKETE],3.0,0.0,1.0,4.0
[GARBLED],2.0,1.0,1.0,4.0
[CODDLE],1.0,3.0,0.0,4.0
[EXPEDIT],2.0,2.0,0.0,4.0
[LIB],0.0,3.0,1.0,4.0
[HIDETH],2.0,1.0,1.0,4.0
[SATISFYING],0.0,3.0,1.0,4.0
[BEACH],0.0,3.0,1.0,4.0
[VILIFIES],1.0,1.0,2.0,4.0
[LIQUEFY],1.0,0.0,3.0,4.0
[LIEVED],3.0,1.0,0.0,4.0
[ECONOMISE],2.0,1.0,1.0,4.0
[GLOOMING],0.0,4.0,0.0,4.0
[VAGABOND],1.0,2.0,1.0,4.0
[STRET],0.0,4.0,0.0,4.0
[CANUTE],0.0,4.0,0.0,4.0
[DISORDER],0.0,4.0,0.0,4.0
[MANNING],0.0,4.0,0.0,4.0
[FOT],3.0,0.0,1.0,4.0
[RUFF],0.0,4.0,0.0,4.0
[AWING],0.0,3.0,1.0,4.0
[DOUSE],0.0,4.0,0.0,4.0
[OUER],0.0,4.0,0.0,4.0
[RE-SEATED],0.0,4.0,0.0,4.0
[SAMES],0.0,4.0,0.0,4.0
[SENDETH],1.0,2.0,1.0,4.0
[DISBUD],0.0,4.0,0.0,4.0
[CLOYED],1.0,1.0,2.0,4.0
[HUMOURED],3.0,1.0,0.0,4.0
[BEDRICK],0.0,4.0,0.0,4.0
[VERGNIAUD],0.0,4.0,0.0,4.0
[GOE],0.0,4.0,0.0,4.0
[SNOOP],0.0,4.0,0.0,4.0
[KEY],1.0,0.0,3.0,4.0
[BILED],0.0,4.0,0.0,4.0
[DYED],1.0,1.0,2.0,4.0
[SCENTED],0.0,4.0,0.0,4.0
[LACKETH],0.0,4.0,0.0,4.0
[TICKELL],0.0,4.0,0.0,4.0
[SQUEAL],0.0,3.0,1.0,4.0
[LEGALIZED],2.0,1.0,1.0,4.0
[MESMERIZE],0.0,3.0,1.0,4.0
[BORING],2.0,0.0,2.0,4.0
[UNDERLAY],0.0,3.0,1.0,4.0
[DOCTOR],3.0,0.0,1.0,4.0
[KNOTTED],2.0,2.0,0.0,4.0
[OVERSTOCK],0.0,1.0,3.0,4.0
[TENSE],2.0,0.0,2.0,4.0
[SLUMP],2.0,1.0,1.0,4.0
[BOOKISH],1.0,0.0,3.0,4.0
[COUNTERPOISE],0.0,2.0,2.0,4.0
[SELFSACRIFICING],0.0,2.0,2.0,4.0
[AG],2.0,1.0,1.0,4.0
[FERRETE],0.0,1.0,3.0,4.0
[HUNTED],0.0,2.0,2.0,4.0
[TEAZED],2.0,2.0,0.0,4.0
[RAG],0.0,2.0,2.0,4.0
[DISPASSIONATE],2.0,1.0,1.0,4.0
[FLESH],2.0,2.0,0.0,4.0
[OVERLIE],0.0,1.0,3.0,4.0
[DIBBLE],2.0,2.0,0.0,4.0
[POSITION],0.0,2.0,2.0,4.0
[SCARIFY],2.0,2.0,0.0,4.0
[ONESIDED],0.0,2.0,2.0,4.0
[SCUTTLE],0.0,2.0,2.0,4.0
[JEWELLED],2.0,2.0,0.0,4.0
[SISTED],0.0,1.0,3.0,4.0
[CICATRIZE],2.0,1.0,1.0,4.0
[UNDOES],0.0,2.0,2.0,4.0
[CLEWED],2.0,1.0,1.0,4.0
[RAVENING],0.0,3.0,1.0,4.0
[FOL],0.0,3.0,1.0,4.0
[HOTHEADED],2.0,1.0,1.0,4.0
[FLIP],0.0,3.0,1.0,4.0
[PETIT],0.0,2.0,2.0,4.0
[MAIMED],0.0,3.0,1.0,4.0
[THRESH],0.0,3.0,1.0,4.0
[SWAR],0.0,2.0,2.0,4.0
[TED],3.0,0.0,1.0,4.0
[PLOYED],2.0,2.0,0.0,4.0
[TANNED],3.0,0.0,1.0,4.0
[TRATED],0.0,1.0,3.0,4.0
[BELEAGUERED],2.0,0.0,2.0,4.0
[SPARK],3.0,0.0,1.0,4.0
[ENERVATED],0.0,0.0,3.0,3.0
[PANELLED],1.0,1.0,1.0,3.0
[FAMISH],1.0,1.0,1.0,3.0
[REEFED],1.0,1.0,1.0,3.0
[TOMAHAWKING],0.0,0.0,3.0,3.0
[ADVANTAGE],1.0,0.0,2.0,3.0
[STOUTISH],0.0,0.0,3.0,3.0
[NO],0.0,0.0,3.0,3.0
[AINST],1.0,2.0,0.0,3.0
[COGNIZED],0.0,0.0,3.0,3.0
[TIPPLE],1.0,1.0,1.0,3.0
[BOONE],0.0,0.0,3.0,3.0
[TAM],0.0,0.0,3.0,3.0
[ACIDULATED],0.0,0.0,3.0,3.0
[APPEARE],1.0,2.0,0.0,3.0
[POISONED],0.0,0.0,3.0,3.0
[STUPEFIED],0.0,1.0,2.0,3.0
[TWENTYFIVE],1.0,0.0,2.0,3.0
[A-MAYING],0.0,0.0,3.0,3.0
[LABORSAVING],1.0,2.0,0.0,3.0
[TORMENTED],1.0,0.0,2.0,3.0
[ABONT],0.0,0.0,3.0,3.0
[STAMPEDE],0.0,0.0,3.0,3.0
[AKING],1.0,0.0,2.0,3.0
[DIDN],0.0,0.0,3.0,3.0
[HOMINES],0.0,0.0,3.0,3.0
[HORSE],0.0,0.0,3.0,3.0
[GOTTSCHALK],0.0,0.0,3.0,3.0
[BEFOGGED],0.0,0.0,3.0,3.0
[PRUE],0.0,0.0,3.0,3.0
[PARK],1.0,1.0,1.0,3.0
[TWIT],0.0,0.0,3.0,3.0
[IIND],1.0,1.0,1.0,3.0
[TAIN],1.0,1.0,1.0,3.0
[LEGEM],0.0,0.0,3.0,3.0
[PALLS],1.0,1.0,1.0,3.0
[GRAVED],0.0,0.0,3.0,3.0
[FLUSTER],0.0,0.0,3.0,3.0
[PLANISHED],0.0,0.0,3.0,3.0
[MISMANAGE],1.0,0.0,2.0,3.0
[JECT],1.0,1.0,1.0,3.0
[WOODING],1.0,1.0,1.0,3.0
[ENCRUST],0.0,0.0,3.0,3.0
[ENVERS],0.0,0.0,3.0,3.0
[CUDGELLED],1.0,1.0,1.0,3.0
[CIVILIZES],0.0,1.0,2.0,3.0
[TABOO],1.0,0.0,2.0,3.0
[PURSE],0.0,1.0,2.0,3.0
[VES],0.0,1.0,2.0,3.0
[SHINGLE],1.0,2.0,0.0,3.0
[ERHAPS],1.0,0.0,2.0,3.0
[CANKERING],0.0,1.0,2.0,3.0
[NEGATIVE],1.0,0.0,2.0,3.0
[DEFACES],1.0,1.0,1.0,3.0
[SPECT],0.0,1.0,2.0,3.0
[INCULPATE],1.0,1.0,1.0,3.0
[FRESCO],0.0,1.0,2.0,3.0
[DUMBFOUND],1.0,2.0,0.0,3.0
[RECKED],0.0,1.0,2.0,3.0
[CASTIGATE],0.0,1.0,2.0,3.0
[TRAYED],0.0,1.0,2.0,3.0
[WRANGLE],0.0,1.0,2.0,3.0
[RETURNETH],0.0,1.0,2.0,3.0
[UNRESTING],0.0,1.0,2.0,3.0
[DEBOUCH],1.0,1.0,1.0,3.0
[CAPTIVATING],0.0,1.0,2.0,3.0
[RE-CHRISTEN],1.0,2.0,0.0,3.0
[HORRIFIED],0.0,1.0,2.0,3.0
[GLUTTING],0.0,1.0,2.0,3.0
[DEMOCRATIZE],0.0,1.0,2.0,3.0
[BROWBEAT],0.0,1.0,2.0,3.0
[FAIT],0.0,1.0,2.0,3.0
[CAPRICE],1.0,1.0,1.0,3.0
[ROUSING],0.0,1.0,2.0,3.0
[MUDDY],0.0,1.0,2.0,3.0
[ISED],0.0,1.0,2.0,3.0
[ACKNOW-],0.0,1.0,2.0,3.0
[EXECRATING],1.0,1.0,1.0,3.0
[DIAZ],0.0,1.0,2.0,3.0
[FOLLOWETH],0.0,1.0,2.0,3.0
[TERRACED],0.0,1.0,2.0,3.0
[EXTEMPORIZE],1.0,1.0,1.0,3.0
[COPERATE],0.0,1.0,2.0,3.0
[WIRE],1.0,0.0,2.0,3.0
[TOOL],1.0,0.0,2.0,3.0
[TWANG],0.0,1.0,2.0,3.0
[SPLUTTER],1.0,0.0,2.0,3.0
[SURNAME],1.0,1.0,1.0,3.0
[UNLACE],1.0,2.0,0.0,3.0
[QUADRATE],1.0,2.0,0.0,3.0
[UTTERETH],1.0,2.0,0.0,3.0
[FHE],0.0,1.0,2.0,3.0
[ELLED],1.0,1.0,1.0,3.0
[ITERATED],0.0,1.0,2.0,3.0
[BROWBEATS],1.0,2.0,0.0,3.0
[UPBORNE],1.0,1.0,1.0,3.0
[CLOOTS],3.0,0.0,0.0,3.0
[CANE],1.0,2.0,0.0,3.0
[MENCED],1.0,0.0,2.0,3.0
[OVERPASS],1.0,1.0,1.0,3.0
[APPEN],3.0,0.0,0.0,3.0
[DISAFFECT],0.0,1.0,2.0,3.0
[CRUMBLING],0.0,1.0,2.0,3.0
[GAD],0.0,1.0,2.0,3.0
[SLUMBERING],0.0,1.0,2.0,3.0
[AGGRANDIZED],0.0,1.0,2.0,3.0
[TATTLE],1.0,2.0,0.0,3.0
[UNTWISTING],1.0,1.0,1.0,3.0
[PECT],0.0,1.0,2.0,3.0
[VOUR],1.0,1.0,1.0,3.0
[AFFRIGHTING],0.0,1.0,2.0,3.0
[NEVARE],1.0,2.0,0.0,3.0
[HORNED],1.0,0.0,2.0,3.0
[ILL-SHAPEN],0.0,1.0,2.0,3.0
[RUDES],0.0,1.0,2.0,3.0
[GRIZZLED],1.0,0.0,2.0,3.0
[PREOCCUPY],0.0,1.0,2.0,3.0
[BRAWL],0.0,1.0,2.0,3.0
[CATALOGUE],0.0,0.0,3.0,3.0
[APEAK],3.0,0.0,0.0,3.0
[GANG],1.0,0.0,2.0,3.0
[VANISHETH],1.0,2.0,0.0,3.0
[NILL],0.0,2.0,1.0,3.0
[GUARANTEED],0.0,2.0,1.0,3.0
[SCARP],1.0,1.0,1.0,3.0
[HULLED],1.0,2.0,0.0,3.0
[PRECEPT],1.0,0.0,2.0,3.0
[VULGARIZE],0.0,2.0,1.0,3.0
[ZEPHYR],1.0,2.0,0.0,3.0
[DISPLACED],0.0,2.0,1.0,3.0
[DECOYING],1.0,0.0,2.0,3.0
[SCUFFLE],0.0,2.0,1.0,3.0
[PURPOSED],0.0,2.0,1.0,3.0
[ROIL],1.0,0.0,2.0,3.0
[QUEST],1.0,2.0,0.0,3.0
[MORTAR],0.0,2.0,1.0,3.0
[OVERMASTERING],1.0,2.0,0.0,3.0
[DISSEVER],0.0,2.0,1.0,3.0
[LOPEZ],0.0,2.0,1.0,3.0
[DISUNITED],1.0,2.0,0.0,3.0
[PULING],0.0,2.0,1.0,3.0
[EDUCING],0.0,2.0,1.0,3.0
[CANNONADED],0.0,2.0,1.0,3.0
[BLUISH],0.0,2.0,1.0,3.0
[CED],0.0,2.0,1.0,3.0
[RIDETH],0.0,2.0,1.0,3.0
[MORALIZES],1.0,2.0,0.0,3.0
[TINKER],1.0,1.0,1.0,3.0
[MITIGATING],1.0,1.0,1.0,3.0
[INTERCALATE],0.0,2.0,1.0,3.0
[SICKENING],1.0,0.0,2.0,3.0
[PEG],0.0,2.0,1.0,3.0
[BLEMISH],0.0,2.0,1.0,3.0
[ROMANCE],0.0,2.0,1.0,3.0
[FOREBODES],0.0,2.0,1.0,3.0
[HEIGHTENED],1.0,1.0,1.0,3.0
[HUMOUR],0.0,2.0,1.0,3.0
[ENAMEL],0.0,2.0,1.0,3.0
[LUTED],0.0,2.0,1.0,3.0
[CALKING],0.0,2.0,1.0,3.0
[CHIRRUPE],0.0,2.0,1.0,3.0
[INGRAIN],1.0,0.0,2.0,3.0
[CRUNCH],1.0,1.0,1.0,3.0
[RE-UNITED],0.0,2.0,1.0,3.0
[HANDCUFF],0.0,2.0,1.0,3.0
[ENTHRONE],1.0,1.0,1.0,3.0
[NOTHWITHSTANDING],1.0,1.0,1.0,3.0
[UPROSE],0.0,2.0,1.0,3.0
[RHE],1.0,2.0,0.0,3.0
[DEIFIED],0.0,2.0,1.0,3.0
[STIRRETH],1.0,0.0,2.0,3.0
[DISTENDS],1.0,2.0,0.0,3.0
[DOLT],0.0,2.0,1.0,3.0
[DRAGGLED],0.0,2.0,1.0,3.0
[TREND],0.0,0.0,3.0,3.0
[CLEW],0.0,3.0,0.0,3.0
[STALE],0.0,3.0,0.0,3.0
[ROAD],0.0,3.0,0.0,3.0
[HAR],0.0,3.0,0.0,3.0
[UNLATCH],0.0,3.0,0.0,3.0
[TALKE],0.0,3.0,0.0,3.0
[AGGLOMERATED],0.0,3.0,0.0,3.0
[MAJER],0.0,3.0,0.0,3.0
[HINDRED],0.0,3.0,0.0,3.0
[LATED],0.0,3.0,0.0,3.0
[LEAUE],0.0,3.0,0.0,3.0
[MEMBERS],0.0,3.0,0.0,3.0
[PINDLE],0.0,3.0,0.0,3.0
[AYSE],0.0,3.0,0.0,3.0
[GLOIRE],0.0,3.0,0.0,3.0
[CAKEBREAD],0.0,3.0,0.0,3.0
[LANCE],0.0,3.0,0.0,3.0
[PHE],0.0,3.0,0.0,3.0
[MEETE],0.0,3.0,0.0,3.0
[WEEL],0.0,3.0,0.0,3.0
[SNAG],0.0,3.0,0.0,3.0
[DISPROOF],0.0,3.0,0.0,3.0
[PREPOSSESS],0.0,3.0,0.0,3.0
[VEEK],0.0,3.0,0.0,3.0
[PHOSPHORESCE],0.0,3.0,0.0,3.0
[LEFF],0.0,3.0,0.0,3.0
[HAP],0.0,2.0,1.0,3.0
[CHEEVER],0.0,3.0,0.0,3.0
[BERED],0.0,2.0,1.0,3.0
[PROSELYTING],0.0,2.0,1.0,3.0
[UNCLOSING],0.0,2.0,1.0,3.0
[PRESIDING],0.0,2.0,1.0,3.0
[SPEAR-HEAD],0.0,2.0,1.0,3.0
[FERTILISE],0.0,2.0,1.0,3.0
[LUTHER],0.0,2.0,1.0,3.0
[LADLE],0.0,2.0,1.0,3.0
[WORSEN],0.0,2.0,1.0,3.0
[FOREORDAINED],0.0,2.0,1.0,3.0
[SCORCHED],0.0,2.0,1.0,3.0
[MOCKING],0.0,2.0,1.0,3.0
[WHINNY],0.0,2.0,1.0,3.0
[DIUERS],0.0,3.0,0.0,3.0
[SWALLERED],0.0,3.0,0.0,3.0
[DROWSE],0.0,3.0,0.0,3.0
[VERSIFY],0.0,3.0,0.0,3.0
[VACCINATE],0.0,3.0,0.0,3.0
[UPBUILD],0.0,3.0,0.0,3.0
[RECOMMIT],0.0,3.0,0.0,3.0
[TENDETH],0.0,3.0,0.0,3.0
[FELIZ],0.0,3.0,0.0,3.0
[BEE],0.0,3.0,0.0,3.0
[DRUDGING],0.0,2.0,1.0,3.0
[PROPOSITION],1.0,0.0,2.0,3.0
[ADDETH],1.0,0.0,2.0,3.0
[OVERBID],0.0,0.0,3.0,3.0
[EMANCIPATES],0.0,0.0,3.0,3.0
[NIAY],1.0,2.0,0.0,3.0
[INSTILL],1.0,1.0,1.0,3.0
[SHREWISH],1.0,1.0,1.0,3.0
[NSE],0.0,0.0,3.0,3.0
[FROSTED],0.0,0.0,3.0,3.0
[AUT],0.0,0.0,3.0,3.0
[ENTERETH],1.0,1.0,1.0,3.0
[ATTACHS],0.0,0.0,3.0,3.0
[BTIT],1.0,1.0,1.0,3.0
[SULPHURED],3.0,0.0,0.0,3.0
[ENCORE],0.0,0.0,3.0,3.0
[OVERTRADING],1.0,2.0,0.0,3.0
[POLL],0.0,0.0,3.0,3.0
[FANNING],0.0,0.0,3.0,3.0
[PHOTOGRAPH],0.0,0.0,3.0,3.0
[BLOTCHED],0.0,0.0,3.0,3.0
[COHER],0.0,0.0,3.0,3.0
[UNBOLT],3.0,0.0,0.0,3.0
[CLICK],0.0,0.0,3.0,3.0
[MISED],0.0,0.0,3.0,3.0
[HVE],1.0,2.0,0.0,3.0
[SWEETING],0.0,0.0,3.0,3.0
[TRAMMEL],1.0,1.0,1.0,3.0
[RECONVERT],1.0,2.0,0.0,3.0
[CONFUSING],1.0,2.0,0.0,3.0
[SERTED],1.0,1.0,1.0,3.0
[UB],0.0,0.0,3.0,3.0
[EL],1.0,1.0,1.0,3.0
[PLAINED],0.0,0.0,3.0,3.0
[ENKINDLING],1.0,1.0,1.0,3.0
[VISED],0.0,1.0,2.0,3.0
[NOONTIDE],0.0,0.0,3.0,3.0
[ENVISAGE],0.0,0.0,3.0,3.0
[BEATIFY],0.0,0.0,3.0,3.0
[SUBJOINS],1.0,1.0,1.0,3.0
[RAVEL],0.0,0.0,3.0,3.0
[VAUNTETH],1.0,1.0,1.0,3.0
[ISHES],1.0,2.0,0.0,3.0
[NEMOURS],1.0,2.0,0.0,3.0
[EMPANEL],0.0,0.0,3.0,3.0
[OUTRIDE],1.0,0.0,2.0,3.0
[DOWNHEARTED],0.0,0.0,3.0,3.0
[INCHOATE],1.0,0.0,2.0,3.0
[BRAIDED],1.0,1.0,1.0,3.0
[SLUTTISH],3.0,0.0,0.0,3.0
[GELL],0.0,0.0,3.0,3.0
[MISGUIDE],1.0,2.0,0.0,3.0
[FEEDETH],1.0,0.0,2.0,3.0
[SWILL],1.0,2.0,0.0,3.0
[VISH],3.0,0.0,0.0,3.0
[RESTATE],1.0,2.0,0.0,3.0
[VIRES],0.0,0.0,3.0,3.0
[LIVERED],0.0,1.0,2.0,3.0
[MAINTAM],0.0,1.0,2.0,3.0
[VELOPED],0.0,1.0,2.0,3.0
[STIFLING],0.0,1.0,2.0,3.0
[AHD],0.0,1.0,2.0,3.0
[OUTBID],0.0,1.0,2.0,3.0
[GENTLEMEN],1.0,1.0,1.0,3.0
[OUTFLANK],1.0,1.0,1.0,3.0
[VAUNTED],0.0,1.0,2.0,3.0
[EASTING],1.0,1.0,1.0,3.0
[NIZED],0.0,1.0,2.0,3.0
[SHADOWED],1.0,1.0,1.0,3.0
[SLAVEHOLDER],0.0,1.0,2.0,3.0
[QUINTUPLE],0.0,1.0,2.0,3.0
[JES],0.0,1.0,2.0,3.0
[FAULT],1.0,2.0,0.0,3.0
[TABLISHED],0.0,1.0,2.0,3.0
[FRIGHTENING],0.0,2.0,1.0,3.0
[BILGE],1.0,2.0,0.0,3.0
[APOSTATIZE],0.0,2.0,1.0,3.0
[JEOPARDISE],1.0,2.0,0.0,3.0
[BLENCH],0.0,2.0,1.0,3.0
[INVOLVED],0.0,2.0,1.0,3.0
[IRK],1.0,1.0,1.0,3.0
[THINKST],0.0,1.0,2.0,3.0
[ARISETH],0.0,1.0,2.0,3.0
[CEALED],0.0,1.0,2.0,3.0
[SESS],0.0,1.0,2.0,3.0
[POSTMARK],1.0,0.0,2.0,3.0
[RECKING],1.0,2.0,0.0,3.0
[TURE],1.0,0.0,2.0,3.0
[BALM],1.0,2.0,0.0,3.0
[SAG],0.0,0.0,3.0,3.0
[GENDER],0.0,1.0,2.0,3.0
[CONDOLING],0.0,1.0,2.0,3.0
[PINNACLE],1.0,0.0,2.0,3.0
