TextId,WordCount,Genre,Year
782000,56643,FIC,1970
10561,42900,FIC,1972
10562,35824,FIC,1972
10563,78913,FIC,1972
10574,49571,FIC,1973
780099,53119,FIC,1974
780164,48060,FIC,1974
23897,3714,FIC,1974
23898,2811,FIC,1974
23899,5657,FIC,1974
23900,3035,FIC,1974
23901,3027,FIC,1974
780112,49672,FIC,1975
10604,37805,FIC,1975
10605,75961,FIC,1975
14530,7649,FIC,1975
14126,14819,FIC,1975
14276,1081,FIC,1975
13457,1712,FIC,1975
16400,24351,FIC,1975
16210,19562,FIC,1975
16135,26649,FIC,1975
16305,14659,FIC,1976
16251,17149,FIC,1976
16789,29330,FIC,1976
16504,26783,FIC,1976
13601,11939,FIC,1976
14058,13503,FIC,1976
13997,20887,FIC,1976
13976,15167,FIC,1976
780104,40564,FIC,1976
780097,43740,FIC,1976
782019,48246,FIC,1977
10620,49214,FIC,1977
10621,97404,FIC,1977
10630,37250,FIC,1977
10631,44355,FIC,1977
16253,27390,FIC,1977
16195,20388,FIC,1977
14650,5869,FIC,1978
14644,5236,FIC,1978
10644,36684,FIC,1978
10645,89885,FIC,1978
782020,52552,FIC,1978
780163,14921,FIC,1978
780156,31895,FIC,1978
780101,49209,FIC,1978
780116,48819,FIC,1978
780094,51069,FIC,1978
23926,5334,FIC,1978
23927,3393,FIC,1978
23928,3839,FIC,1978
23929,6360,FIC,1978
23930,5714,FIC,1978
23931,2605,FIC,1978
23932,12465,FIC,1978
23933,3686,FIC,1978
23934,3027,FIC,1979
23935,4576,FIC,1979
23936,6425,FIC,1979
23937,2279,FIC,1979
23938,5149,FIC,1979
23939,4569,FIC,1979
23940,4851,FIC,1979
23941,4284,FIC,1979
23942,2559,FIC,1979
23943,3427,FIC,1979
780091,45091,FIC,1979
780092,43932,FIC,1979
780093,45452,FIC,1979
10650,193814,FIC,1979
494638,2806,MAG,1970
494641,1586,MAG,1970
494650,2063,MAG,1970
494684,2740,MAG,1970
102357,888,MAG,1970
102358,1236,MAG,1970
102359,661,MAG,1970
102360,1157,MAG,1970
102361,1341,MAG,1970
102362,3006,MAG,1970
102363,1097,MAG,1970
102366,625,MAG,1970
102367,1095,MAG,1970
281881,503,MAG,1970
281882,449,MAG,1970
281883,460,MAG,1970
281884,218,MAG,1970
281885,387,MAG,1970
281886,184,MAG,1970
281887,535,MAG,1970
281888,367,MAG,1970
281889,465,MAG,1970
281890,379,MAG,1970
281891,462,MAG,1970
281892,512,MAG,1970
281893,517,MAG,1970
281894,486,MAG,1970
281895,426,MAG,1970
281981,514,MAG,1970
281982,500,MAG,1970
281983,422,MAG,1970
281984,452,MAG,1970
281985,283,MAG,1970
281986,329,MAG,1970
281987,419,MAG,1970
281988,358,MAG,1970
281989,172,MAG,1970
281990,430,MAG,1970
281991,416,MAG,1970
281992,452,MAG,1970
281993,418,MAG,1970
281994,460,MAG,1970
281995,344,MAG,1970
282081,500,MAG,1970
282082,122,MAG,1970
282083,508,MAG,1970
282084,455,MAG,1970
282085,492,MAG,1970
282086,136,MAG,1970
282087,467,MAG,1970
282088,418,MAG,1970
282089,495,MAG,1970
282090,486,MAG,1970
282091,133,MAG,1970
282092,522,MAG,1970
282093,442,MAG,1970
282094,225,MAG,1970
282095,171,MAG,1970
282181,237,MAG,1970
282182,510,MAG,1970
282183,262,MAG,1970
282184,498,MAG,1970
282185,441,MAG,1970
282186,483,MAG,1970
282187,419,MAG,1970
282188,440,MAG,1970
282189,435,MAG,1970
282190,367,MAG,1970
282191,502,MAG,1970
282192,350,MAG,1970
282193,465,MAG,1970
282194,452,MAG,1970
282195,464,MAG,1970
282281,146,MAG,1970
282282,160,MAG,1970
282283,180,MAG,1970
282284,120,MAG,1970
282285,96,MAG,1970
282286,496,MAG,1970
282287,450,MAG,1970
282288,498,MAG,1970
282289,511,MAG,1970
282290,114,MAG,1970
282291,207,MAG,1970
282292,459,MAG,1970
282293,519,MAG,1970
282294,223,MAG,1970
282295,419,MAG,1970
282381,364,MAG,1970
282382,473,MAG,1970
282383,443,MAG,1970
282384,184,MAG,1970
282385,411,MAG,1970
282386,445,MAG,1970
282387,451,MAG,1970
282388,434,MAG,1970
282389,254,MAG,1970
282390,429,MAG,1970
282391,492,MAG,1970
282392,507,MAG,1970
282393,406,MAG,1970
282394,486,MAG,1970
282395,560,MAG,1970
282481,227,MAG,1970
282482,529,MAG,1970
282483,458,MAG,1970
282484,482,MAG,1970
282485,363,MAG,1970
282486,478,MAG,1970
282487,144,MAG,1970
282488,474,MAG,1970
282489,254,MAG,1970
282490,498,MAG,1970
282491,476,MAG,1970
282492,458,MAG,1970
282493,476,MAG,1970
282494,433,MAG,1970
282495,411,MAG,1970
490692,3682,MAG,1970
490693,3995,MAG,1970
490694,4203,MAG,1970
490695,3644,MAG,1970
490696,4008,MAG,1970
490699,3542,MAG,1970
490700,25911,MAG,1970
490701,3955,MAG,1970
