TextId,WordCount,Genre,Year
8266,2553,FIC,1870
8678,11893,FIC,1870
9282,3444,FIC,1871
9283,3731,FIC,1871
9284,1298,FIC,1871
9285,2579,FIC,1871
9286,5008,FIC,1871
9287,3357,FIC,1871
9803,81074,FIC,1871
9790,34900,FIC,1871
2978,55122,FIC,1871
2665,23429,FIC,1871
5331,238538,FIC,1871
5834,132768,FIC,1871
247,41944,FIC,1871
1563,21469,FIC,1871
9057,79145,FIC,1873
9183,60750,FIC,1873
9163,137312,FIC,1873
9493,3887,FIC,1874
9016,52695,FIC,1874
9152,59448,FIC,1875
9190,108755,FIC,1875
9449,23234,FIC,1875
9202,53228,FIC,1875
2449,143633,FIC,1875
8141,492,FIC,1875
8180,12629,FIC,1875
7876,148,FIC,1875
7838,122,FIC,1875
7706,2915,FIC,1875
7712,3882,FIC,1875
7674,9604,FIC,1875
7463,26019,FIC,1875
711,33051,FIC,1876
987,6943,FIC,1876
517,37125,FIC,1876
68,127498,FIC,1876
598,33328,FIC,1877
7710,19027,FIC,1878
7634,282,FIC,1878
7629,111,FIC,1878
7676,201,FIC,1878
613,54978,FIC,1878
854,4762,FIC,1878
1095,105724,FIC,1878
3012,12864,FIC,1879
4208,49148,FIC,1879
9692,18596,FIC,1879
9680,27226,FIC,1879
9682,27975,FIC,1879
558465,12913,MAG,1870
558476,10852,MAG,1870
558480,8368,MAG,1870
558542,12279,MAG,1870
558543,5755,MAG,1870
558546,12991,MAG,1870
558560,12219,MAG,1870
558563,8656,MAG,1870
577551,6896,MAG,1870
577693,7997,MAG,1870
577733,7837,MAG,1870
577757,7205,MAG,1870
577772,7895,MAG,1870
568968,6545,MAG,1870
569012,8841,MAG,1870
569039,8508,MAG,1870
569040,11582,MAG,1870
569041,8295,MAG,1870
533544,7435,MAG,1870
533546,7839,MAG,1870
534170,6606,MAG,1870
534840,12294,MAG,1870
535548,8789,MAG,1870
536243,11684,MAG,1870
536908,10634,MAG,1870
536914,6722,MAG,1870
537600,12001,MAG,1870
537605,7910,MAG,1870
537610,7997,MAG,1870
538304,7663,MAG,1870
539004,7694,MAG,1870
501492,7165,MAG,1870
501512,6551,MAG,1870
501533,6918,MAG,1870
501565,8317,MAG,1870
501569,9676,MAG,1870
501575,8634,MAG,1870
501580,7333,MAG,1870
501586,6182,MAG,1870
501656,6506,MAG,1870
509474,9030,MAG,1870
509583,9143,MAG,1870
509684,9897,MAG,1870
509699,9096,MAG,1870
509893,8470,MAG,1871
501717,5874,MAG,1871
501720,6023,MAG,1871
501724,14732,MAG,1871
501738,11289,MAG,1871
501774,7108,MAG,1871
501847,6546,MAG,1871
501872,8606,MAG,1871
501930,9795,MAG,1871
539686,10056,MAG,1871
540302,7011,MAG,1871
540305,8100,MAG,1871
541009,7060,MAG,1871
541014,7096,MAG,1871
541019,8141,MAG,1871
541717,9202,MAG,1871
541725,6334,MAG,1871
542349,9118,MAG,1871
542358,9305,MAG,1871
542360,9256,MAG,1871
543505,8289,MAG,1871
544051,10869,MAG,1871
544060,6316,MAG,1871
544685,8190,MAG,1871
581145,10387,MAG,1871
569065,7920,MAG,1871
569091,6158,MAG,1871
569093,21539,MAG,1871
569095,8827,MAG,1871
569129,8502,MAG,1871
569158,7327,MAG,1871
569161,8808,MAG,1871
569164,9926,MAG,1871
558576,11510,MAG,1871
558580,6966,MAG,1871
558588,19046,MAG,1871
558591,8445,MAG,1871
558592,11478,MAG,1871
558615,4479,MAG,1871
558628,11735,MAG,1871
558629,15114,MAG,1871
558642,14691,MAG,1872
558657,15230,MAG,1872
558658,14269,MAG,1872
558670,7827,MAG,1872
558694,8030,MAG,1872
569239,6711,MAG,1872
569246,4445,MAG,1872
569247,7266,MAG,1872
569291,9646,MAG,1872
569319,8185,MAG,1872
550664,10017,MAG,1872
550682,10842,MAG,1872
550897,12602,MAG,1872
551151,12136,MAG,1872
551157,8204,MAG,1872
551170,8275,MAG,1872
551417,8274,MAG,1872
581245,12702,MAG,1872
581367,8152,MAG,1872
547028,11699,MAG,1872
549016,9501,MAG,1872
549984,11299,MAG,1872
549986,11920,MAG,1872
549993,8211,MAG,1872
550207,11388,MAG,1872
550209,7768,MAG,1872
550215,7772,MAG,1872
550439,11839,MAG,1872
501962,8736,MAG,1872
501998,6582,MAG,1872
510190,10452,MAG,1872
510266,9947,MAG,1872
510490,11187,MAG,1873
510566,7731,MAG,1873
502302,9567,MAG,1873
502324,9145,MAG,1873
502348,9914,MAG,1873
502371,9057,MAG,1873
581563,16950,MAG,1873
581571,7502,MAG,1873
581576,8831,MAG,1873
581590,20248,MAG,1873
581618,7599,MAG,1873
552194,13086,MAG,1873
551865,10589,MAG,1873
551881,9207,MAG,1873
551973,11772,MAG,1873
553264,13446,MAG,1873
553280,7652,MAG,1873
553429,8227,MAG,1873
552382,12066,MAG,1873
569450,7745,MAG,1873
558736,4488,MAG,1873
558737,6149,MAG,1873
558791,4661,MAG,1874
558833,9903,MAG,1874
558836,21684,MAG,1874
558841,7130,MAG,1874
558857,18178,MAG,1874
569493,4603,MAG,1874
569496,5191,MAG,1874
569614,12169,MAG,1874
569619,10821,MAG,1874
555085,4799,MAG,1874
554530,7210,MAG,1874
554180,12343,MAG,1874
502738,8055,MAG,1874
511152,12533,MAG,1875
569636,11558,MAG,1875
569712,4213,MAG,1875
558878,13661,MAG,1875
558890,5371,MAG,1875
558954,16978,MAG,1875
558956,10971,MAG,1875
557889,7085,MAG,1875
557898,9023,MAG,1875
559371,7837,MAG,1875
558972,15325,MAG,1876
558975,13748,MAG,1876
558981,18194,MAG,1876
559001,12013,MAG,1876
559020,13307,MAG,1876
559021,23812,MAG,1876
559022,15650,MAG,1876
560348,7807,MAG,1876
559938,7474,MAG,1876
560504,9080,MAG,1876
560639,8781,MAG,1876
560643,9892,MAG,1876
560975,8355,MAG,1876
561208,8747,MAG,1876
561541,7997,MAG,1876
582294,9973,MAG,1876
503124,7338,MAG,1876
503165,5774,MAG,1876
503177,5277,MAG,1876
503182,7257,MAG,1876
503185,5333,MAG,1876
503195,9929,MAG,1876
503220,11355,MAG,1876
503224,7874,MAG,1876
511218,7587,MAG,1876
503283,6225,MAG,1877
503332,6438,MAG,1877
503338,7230,MAG,1877
582602,6297,MAG,1877
582654,9114,MAG,1877
582667,7939,MAG,1877
563136,6385,MAG,1877
559196,10835,MAG,1877
559199,5660,MAG,1877
559311,9059,MAG,1878
564375,10200,MAG,1878
565386,8056,MAG,1878
565397,7274,MAG,1878
570048,8857,MAG,1878
565863,9030,MAG,1878
511858,8609,MAG,1878
583233,6675,MAG,1879
567858,8146,MAG,1879
568870,7953,MAG,1879
569583,11075,MAG,1879
570188,6353,MAG,1879
570195,6319,MAG,1879
570203,7683,MAG,1879
559433,7443,MAG,1879
559481,10880,MAG,1879
559483,5241,MAG,1879
559516,7161,MAG,1879
750608,78101,NF,1870
752823,42241,NF,1870
751301,87386,NF,1872
752510,57284,NF,1872
749315,77753,NF,1873
751776,72788,NF,1874
751936,68660,NF,1874
752515,78518,NF,1874
758673,70165,NF,1874
771399,72335,NF,1874
772546,4678,NF,1874
750820,74014,NF,1875
750821,72172,NF,1875
751629,60372,NF,1875
752521,0,NF,1875
754704,74794,NF,1875
754809,22785,NF,1875
769362,7763,NF,1875
771084,34222,NF,1875
771095,81701,NF,1875
748635,71646,NF,1876
748779,69498,NF,1876
749728,71160,NF,1876
752439,62659,NF,1876
765430,66466,NF,1876
749431,69670,NF,1877
764578,28520,NF,1877
767657,74507,NF,1877
748718,69068,NF,1878
771561,14115,NF,1878
749013,74439,NF,1879
752418,49030,NF,1879
752420,56483,NF,1879
772258,22609,NF,1879
772365,36081,NF,1879
