TextId,WordCount,Genre,Year
2807,95765,FIC,1860
3844,43578,FIC,1860
8044,66105,FIC,1860
9683,7586,FIC,1860
9817,146392,FIC,1860
9589,11907,FIC,1861
8795,28841,FIC,1861
9001,3886,FIC,1861
9002,6310,FIC,1861
8975,20071,FIC,1861
9314,17899,FIC,1861
9317,17371,FIC,1861
9318,15418,FIC,1861
741,135663,FIC,1861
9439,22308,FIC,1862
9458,12532,FIC,1862
8871,27227,FIC,1862
9137,7081,FIC,1862
9489,474,FIC,1864
9394,17270,FIC,1864
9214,66322,FIC,1864
96,57548,FIC,1865
7736,1220,FIC,1865
7836,1070,FIC,1865
8526,7833,FIC,1865
8695,1422,FIC,1865
8335,204,FIC,1865
8336,197,FIC,1865
8099,412,FIC,1865
8264,32953,FIC,1866
8215,4450,FIC,1866
7884,298,FIC,1866
7960,2255,FIC,1866
7725,687,FIC,1866
827,57801,FIC,1866
3036,40143,FIC,1866
3024,38151,FIC,1866
9825,123921,FIC,1866
9771,62508,FIC,1866
9082,170732,FIC,1867
3507,57636,FIC,1867
57,64270,FIC,1868
2480,64233,FIC,1868
5320,74572,FIC,1868
9007,107089,FIC,1869
9023,9847,FIC,1869
9114,22336,FIC,1869
9837,155700,FIC,1869
9829,47838,FIC,1869
3915,21742,FIC,1869
556846,7370,MAG,1860
556848,22168,MAG,1860
556849,9784,MAG,1860
556850,6472,MAG,1860
556853,3736,MAG,1860
556893,9219,MAG,1860
556896,7250,MAG,1860
556899,5135,MAG,1860
556902,4687,MAG,1860
556939,12075,MAG,1860
556942,4646,MAG,1860
556946,8931,MAG,1860
556994,13523,MAG,1860
556997,6400,MAG,1860
556999,3980,MAG,1860
567270,8836,MAG,1860
567273,7402,MAG,1860
567342,8199,MAG,1860
567343,8679,MAG,1860
567436,7212,MAG,1860
527137,7258,MAG,1860
527181,6967,MAG,1860
527220,8345,MAG,1860
527283,6537,MAG,1860
527324,7001,MAG,1860
527351,6977,MAG,1860
506638,10520,MAG,1860
506666,9853,MAG,1860
506692,19716,MAG,1860
524251,7568,MAG,1860
507021,10682,MAG,1861
507038,7275,MAG,1861
507149,7413,MAG,1861
527401,7096,MAG,1861
527426,7363,MAG,1861
527432,7536,MAG,1861
527464,12541,MAG,1861
527503,12023,MAG,1861
527507,12167,MAG,1861
527522,10330,MAG,1861
527523,10904,MAG,1861
527538,11771,MAG,1861
527543,6729,MAG,1861
527556,9248,MAG,1861
527557,12318,MAG,1861
527564,6505,MAG,1861
527592,11982,MAG,1861
