lemma,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,sum,wpm
[COUNTRY],24.0,20.0,16.0,21.0,14.0,14.0,19.0,21.0,16.0,12.0,15.0,9.0,20.0,20.0,14.0,10.0,10.0,4.0,11.0,290.0,2.543859649122807
[STATE],24.0,16.0,18.0,13.0,16.0,12.0,15.0,14.0,10.0,13.0,18.0,14.0,22.0,12.0,14.0,11.0,16.0,15.0,13.0,286.0,2.508771929824561
[PAIN],42.0,26.0,29.0,27.0,16.0,26.0,20.0,10.0,12.0,7.0,13.0,6.0,7.0,4.0,10.0,9.0,11.0,5.0,5.0,285.0,2.5
[RESULT],8.0,12.0,18.0,15.0,15.0,15.0,17.0,11.0,21.0,34.0,19.0,15.0,31.0,10.0,18.0,6.0,8.0,6.0,6.0,285.0,2.5
[LOVE],13.0,25.0,20.0,9.0,20.0,16.0,11.0,24.0,31.0,19.0,9.0,18.0,10.0,13.0,6.0,10.0,14.0,9.0,7.0,284.0,2.491228070175439
[SUBJECT],21.0,24.0,28.0,15.0,21.0,17.0,17.0,18.0,18.0,14.0,23.0,12.0,16.0,2.0,9.0,9.0,6.0,9.0,4.0,283.0,2.482456140350877
[HINT],14.0,23.0,10.0,12.0,17.0,12.0,20.0,25.0,19.0,21.0,16.0,12.0,19.0,15.0,5.0,7.0,13.0,9.0,5.0,274.0,2.4035087719298245
[GLANCE],3.0,13.0,12.0,8.0,9.0,17.0,14.0,26.0,21.0,21.0,23.0,12.0,24.0,14.0,17.0,10.0,7.0,8.0,15.0,274.0,2.4035087719298245
[LESSON],11.0,14.0,13.0,9.0,25.0,14.0,11.0,24.0,18.0,15.0,21.0,18.0,17.0,17.0,12.0,8.0,13.0,5.0,8.0,273.0,2.3947368421052633
[PROMISE],20.0,15.0,22.0,17.0,17.0,18.0,30.0,18.0,12.0,26.0,16.0,7.0,20.0,12.0,7.0,5.0,7.0,0.0,2.0,271.0,2.3771929824561404
[AMOUNT],3.0,17.0,10.0,40.0,12.0,9.0,7.0,10.0,16.0,12.0,12.0,10.0,21.0,15.0,38.0,8.0,13.0,7.0,9.0,269.0,2.3596491228070176
[SON],20.0,21.0,15.0,11.0,15.0,8.0,27.0,19.0,12.0,13.0,12.0,11.0,20.0,10.0,6.0,17.0,10.0,9.0,13.0,269.0,2.3596491228070176
[INTEREST],16.0,35.0,25.0,27.0,17.0,16.0,18.0,9.0,17.0,14.0,10.0,7.0,19.0,2.0,8.0,7.0,8.0,6.0,3.0,264.0,2.3157894736842106
[BOOK],15.0,14.0,12.0,9.0,17.0,9.0,12.0,20.0,33.0,23.0,10.0,9.0,12.0,15.0,4.0,14.0,15.0,13.0,8.0,264.0,2.3157894736842106
[COMMAND],20.0,12.0,17.0,14.0,17.0,7.0,10.0,18.0,20.0,23.0,20.0,6.0,19.0,15.0,2.0,20.0,7.0,6.0,9.0,262.0,2.2982456140350878
[AID],13.0,13.0,14.0,11.0,19.0,12.0,17.0,16.0,11.0,11.0,19.0,21.0,21.0,16.0,13.0,17.0,8.0,4.0,3.0,259.0,2.2719298245614037
[THANKS],21.0,16.0,15.0,13.0,9.0,11.0,18.0,23.0,18.0,15.0,19.0,10.0,21.0,10.0,15.0,4.0,5.0,6.0,9.0,258.0,2.263157894736842
[DETAIL],12.0,13.0,10.0,12.0,17.0,17.0,22.0,11.0,14.0,9.0,14.0,15.0,16.0,16.0,13.0,12.0,10.0,12.0,11.0,256.0,2.245614035087719
[JOB],1.0,0.0,2.0,1.0,2.0,7.0,2.0,4.0,5.0,6.0,15.0,42.0,38.0,29.0,28.0,19.0,24.0,18.0,13.0,256.0,2.245614035087719
[PERSON],15.0,25.0,26.0,18.0,10.0,15.0,14.0,16.0,12.0,4.0,14.0,7.0,20.0,8.0,8.0,10.0,11.0,12.0,9.0,254.0,2.2280701754385963
[FREEDOM],12.0,14.0,16.0,6.0,15.0,9.0,12.0,8.0,21.0,15.0,11.0,11.0,22.0,17.0,14.0,15.0,14.0,11.0,11.0,254.0,2.2280701754385963
[MOMENT],10.0,5.0,10.0,14.0,7.0,14.0,15.0,9.0,8.0,13.0,17.0,18.0,16.0,12.0,19.0,8.0,31.0,8.0,19.0,253.0,2.219298245614035
[CASE],14.0,18.0,19.0,14.0,14.0,16.0,11.0,23.0,14.0,11.0,17.0,19.0,14.0,11.0,14.0,5.0,6.0,7.0,6.0,253.0,2.219298245614035
[INDICATION],11.0,14.0,9.0,10.0,8.0,4.0,5.0,7.0,9.0,15.0,10.0,21.0,17.0,20.0,29.0,16.0,18.0,13.0,16.0,252.0,2.210526315789474
[HISTORY],15.0,31.0,26.0,26.0,15.0,12.0,21.0,21.0,6.0,9.0,3.0,6.0,10.0,11.0,8.0,2.0,6.0,14.0,8.0,250.0,2.192982456140351
