lemma,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,sum,wpm
[PIECE],16.0,21.0,8.0,18.0,13.0,18.0,24.0,23.0,14.0,16.0,8.0,14.0,29.0,13.0,15.0,21.0,13.0,19.0,19.0,322.0,2.824561403508772
[BOY],16.0,11.0,10.0,19.0,28.0,18.0,9.0,15.0,23.0,19.0,23.0,16.0,31.0,17.0,12.0,19.0,8.0,13.0,13.0,320.0,2.807017543859649
[TRIP],6.0,2.0,4.0,3.0,7.0,3.0,4.0,14.0,14.0,12.0,27.0,20.0,29.0,30.0,22.0,32.0,35.0,24.0,29.0,317.0,2.780701754385965
[SURPRISE],19.0,22.0,26.0,20.0,20.0,17.0,14.0,16.0,21.0,16.0,12.0,12.0,26.0,15.0,6.0,8.0,9.0,16.0,18.0,313.0,2.745614035087719
[FACT],9.0,14.0,13.0,20.0,20.0,11.0,16.0,19.0,13.0,24.0,14.0,12.0,17.0,31.0,24.0,9.0,20.0,11.0,13.0,310.0,2.719298245614035
[CHAIR],11.0,32.0,13.0,13.0,21.0,18.0,40.0,10.0,18.0,14.0,18.0,20.0,14.0,18.0,13.0,9.0,5.0,7.0,16.0,310.0,2.719298245614035
[GIRL],11.0,7.0,8.0,9.0,13.0,14.0,13.0,14.0,17.0,12.0,27.0,34.0,15.0,27.0,27.0,25.0,12.0,13.0,11.0,309.0,2.710526315789474
[COAT],0.0,4.0,5.0,4.0,11.0,11.0,17.0,19.0,12.0,28.0,37.0,38.0,28.0,20.0,19.0,12.0,17.0,20.0,6.0,308.0,2.7017543859649122
[AIR],9.0,8.0,7.0,16.0,14.0,13.0,21.0,11.0,11.0,10.0,24.0,17.0,30.0,17.0,25.0,27.0,16.0,14.0,18.0,308.0,2.7017543859649122
[FIRE],21.0,35.0,23.0,12.0,18.0,20.0,21.0,16.0,8.0,61.0,12.0,9.0,12.0,7.0,10.0,5.0,8.0,1.0,5.0,304.0,2.6666666666666665
[PRECAUTION],24.0,23.0,17.0,21.0,20.0,21.0,18.0,16.0,17.0,25.0,12.0,10.0,13.0,15.0,14.0,13.0,8.0,10.0,6.0,303.0,2.6578947368421053
[LINE],8.0,12.0,5.0,12.0,15.0,22.0,17.0,22.0,21.0,25.0,9.0,12.0,27.0,23.0,21.0,7.0,10.0,19.0,10.0,297.0,2.6052631578947367
[WORLD],13.0,8.0,13.0,11.0,8.0,17.0,11.0,11.0,21.0,11.0,16.0,18.0,22.0,20.0,18.0,16.0,25.0,18.0,19.0,296.0,2.5964912280701755
[GROUND],20.0,25.0,44.0,29.0,22.0,16.0,34.0,15.0,14.0,19.0,10.0,5.0,8.0,6.0,6.0,6.0,4.0,6.0,6.0,295.0,2.587719298245614
[HORSE],18.0,17.0,13.0,11.0,17.0,28.0,24.0,31.0,24.0,20.0,15.0,17.0,10.0,10.0,6.0,7.0,7.0,4.0,12.0,291.0,2.5526315789473686
[FAMILY],17.0,13.0,10.0,9.0,14.0,13.0,13.0,18.0,8.0,16.0,13.0,14.0,15.0,21.0,13.0,19.0,15.0,17.0,31.0,289.0,2.5350877192982457
[POWER],20.0,17.0,22.0,8.0,19.0,13.0,8.0,10.0,15.0,16.0,10.0,21.0,14.0,16.0,16.0,16.0,24.0,11.0,13.0,289.0,2.5350877192982457
[LESSON],7.0,17.0,8.0,21.0,15.0,7.0,13.0,14.0,13.0,21.0,11.0,12.0,14.0,24.0,19.0,20.0,16.0,14.0,21.0,287.0,2.517543859649123
[BOAT],13.0,12.0,12.0,12.0,13.0,44.0,17.0,31.0,12.0,13.0,23.0,11.0,13.0,6.0,16.0,9.0,9.0,13.0,8.0,287.0,2.517543859649123
[CITY],12.0,8.0,9.0,15.0,15.0,8.0,13.0,23.0,24.0,14.0,18.0,14.0,18.0,23.0,16.0,21.0,16.0,9.0,9.0,285.0,2.5
[REST],20.0,8.0,7.0,9.0,11.0,18.0,13.0,19.0,23.0,15.0,27.0,22.0,11.0,12.0,17.0,10.0,15.0,15.0,9.0,281.0,2.4649122807017543
[DIRECTION],31.0,26.0,33.0,23.0,11.0,13.0,17.0,18.0,14.0,16.0,7.0,3.0,12.0,12.0,18.0,6.0,8.0,9.0,3.0,280.0,2.456140350877193
[GOVERNMENT],14.0,9.0,11.0,13.0,17.0,12.0,12.0,13.0,18.0,17.0,18.0,18.0,32.0,10.0,17.0,18.0,16.0,4.0,6.0,275.0,2.412280701754386
[OCCASION],40.0,24.0,33.0,39.0,17.0,17.0,11.0,15.0,15.0,14.0,11.0,8.0,7.0,7.0,3.0,3.0,4.0,3.0,2.0,273.0,2.3947368421052633
[LAND],9.0,20.0,14.0,13.0,16.0,8.0,23.0,18.0,21.0,16.0,11.0,18.0,17.0,15.0,17.0,11.0,8.0,13.0,4.0,272.0,2.3859649122807016
[WHOLE],8.0,14.0,17.0,17.0,15.0,14.0,17.0,16.0,25.0,14.0,19.0,17.0,23.0,11.0,8.0,14.0,3.0,8.0,10.0,270.0,2.3684210526315788
[MIND],28.0,18.0,12.0,8.0,12.0,14.0,13.0,11.0,7.0,10.0,21.0,18.0,11.0,31.0,9.0,8.0,15.0,12.0,11.0,269.0,2.3596491228070176
[FATHER],13.0,7.0,16.0,12.0,10.0,18.0,12.0,18.0,15.0,13.0,11.0,14.0,12.0,13.0,17.0,16.0,25.0,7.0,19.0,268.0,2.3508771929824563
[CLOTHES],6.0,2.0,6.0,5.0,9.0,9.0,7.0,0.0,6.0,15.0,7.0,17.0,23.0,23.0,17.0,38.0,29.0,29.0,17.0,265.0,2.324561403508772
[FLIGHT],22.0,11.0,21.0,20.0,25.0,30.0,20.0,13.0,13.0,10.0,11.0,9.0,8.0,5.0,7.0,9.0,9.0,9.0,13.0,265.0,2.324561403508772
[FOOD],6.0,7.0,17.0,9.0,19.0,27.0,17.0,16.0,10.0,26.0,12.0,11.0,20.0,8.0,8.0,11.0,14.0,9.0,11.0,258.0,2.263157894736842
[SUBJECT],33.0,41.0,32.0,18.0,16.0,11.0,15.0,25.0,13.0,13.0,4.0,4.0,3.0,2.0,7.0,3.0,6.0,8.0,2.0,256.0,2.245614035087719
[BODY],12.0,13.0,17.0,21.0,9.0,18.0,11.0,14.0,12.0,15.0,11.0,14.0,16.0,7.0,9.0,16.0,8.0,20.0,9.0,252.0,2.210526315789474
[SHIP],9.0,10.0,9.0,18.0,12.0,13.0,7.0,12.0,34.0,13.0,16.0,14.0,17.0,19.0,15.0,10.0,11.0,4.0,9.0,252.0,2.210526315789474
[FRIEND],18.0,13.0,8.0,18.0,19.0,22.0,14.0,14.0,16.0,6.0,9.0,13.0,16.0,6.0,8.0,9.0,8.0,15.0,11.0,243.0,2.1315789473684212
[BUSINESS],5.0,17.0,10.0,7.0,10.0,14.0,8.0,10.0,21.0,13.0,8.0,15.0,18.0,13.0,14.0,10.0,18.0,14.0,17.0,242.0,2.1228070175438596
