textID,  # words  ,genre,year,title,author,Publication information,Library of Congress classification (NF),FIXED
174011, 163 ,MAG,1944,Surprise,,Time Magazine: 1944/11/20,,n
174012, 261 ,MAG,1944,Offensive Objectionable,,Time Magazine: 1944/11/20,,n
174013, 451 ,MAG,1944,Yo-Yos from Immutables,,Time Magazine: 1944/11/20,,n
174014, 174 ,MAG,1944,Tension,,Time Magazine: 1944/11/20,,n
174015, 205 ,MAG,1944,Black Dragon?,,Time Magazine: 1944/11/20,,n
174016, 512 ,MAG,1944,Out of Character,,Time Magazine: 1944/11/20,,n
174017, 512 ,MAG,1944,Walkin Preacher,,Time Magazine: 1944/11/20,,n
174018, 382 ,MAG,1944,Harlem Shuffle,,Time Magazine: 1944/11/20,,n
174105, 231 ,MAG,1944,School for Statesmen,,Time Magazine: 1944/11/27,,n
174106, 152 ,MAG,1944,In the Lone Star State,,Time Magazine: 1944/11/27,,n
174107, 192 ,MAG,1944,Morrill to Minnesota,,Time Magazine: 1944/11/27,,n
174108, 95 ,MAG,1944,Preparing Fathers,,Time Magazine: 1944/11/27,,n
174109, 139 ,MAG,1944,Malaria Secret,,Time Magazine: 1944/11/27,,n
174110, 186 ,MAG,1944,Rh in Marriage,,Time Magazine: 1944/11/27,,n
174111, 166 ,MAG,1944,Hamlet in Hawaii,,Time Magazine: 1944/11/27,,n
174112, 203 ,MAG,1944,New Musical Play in Manhattan,,Time Magazine: 1944/11/27,,n
174113, 117 ,MAG,1944,New Play in Manhattan,,Time Magazine: 1944/11/27,,n
174114, 344 ,MAG,1944,NATIONAL FOOTBALL LEAGUE,,Time Magazine: 1944/11/27,,n
174115, 109 ,MAG,1944,Out of the Woods,,Time Magazine: 1944/11/27,,n
174116, 121 ,MAG,1944,New Sees,,Time Magazine: 1944/11/27,,n
174117, 342 ,MAG,1944,The Lady and the Bear,,Time Magazine: 1944/11/27,,n
174118, 151 ,MAG,1944,Y.W.C.A.'s 50th,,Time Magazine: 1944/11/27,,n
174205, 162 ,MAG,1944,Erring Guest,,Time Magazine: 1944/12/04,,n
174206, 438 ,MAG,1944,New Plays in Manhattan,,Time Magazine: 1944/12/04,,n
174207, 276 ,MAG,1944,Open Secret,,Time Magazine: 1944/12/04,,n
174208, 293 ,MAG,1944,Death of Eddington,,Time Magazine: 1944/12/04,,n
174209, 315 ,MAG,1944,Buckeye Fever,,Time Magazine: 1944/12/04,,n
174210, 136 ,MAG,1944,Same Old Sam,,Time Magazine: 1944/12/04,,n
174211, 524 ,MAG,1944,The Boss,,Time Magazine: 1944/12/04,,n
174212, 250 ,MAG,1944,The Compleat Collector,,Time Magazine: 1944/12/04,,n
174213, 223 ,MAG,1944,The Trumbull Case,,Time Magazine: 1944/12/04,,n
174214, 173 ,MAG,1944,"Not Unto Us, O Lord",,Time Magazine: 1944/12/04,,n
174215, 257 ,MAG,1944,The Faith of a Jew,,Time Magazine: 1944/12/04,,n
174216, 93 ,MAG,1944,Stir Up Sunday,,Time Magazine: 1944/12/04,,n
157947, 124 ,MAG,1944,Brass Knuckles,,Time Magazine: 1944/12/31,,n
157948, 118 ,MAG,1944,The General Joins the Army,,Time Magazine: 1944/12/31,,n
157949, 76 ,MAG,1944,New Margins,,Time Magazine: 1944/12/31,,n
157950, 345 ,MAG,1944,Shocking Facts,,Time Magazine: 1944/12/31,,n
157951, 500 ,MAG,1944,Glimpses of the Moon,,Time Magazine: 1944/12/31,,n
157952, 151 ,MAG,1944,DDT News,,Time Magazine: 1944/12/31,,n
157953, 201 ,MAG,1944,Scoops,,Time Magazine: 1944/12/31,,n
157954, 427 ,MAG,1944,Christ in Japan,,Time Magazine: 1944/12/31,,n
157955, 391 ,MAG,1944,The Hot Jobs,,Time Magazine: 1944/12/31,,n
158042, 249 ,MAG,1944,Murdie at Pavie,,Time Magazine: 1944/08/14,,n
158043, 276 ,MAG,1944,Decision,,Time Magazine: 1944/08/14,,n
158044, 214 ,MAG,1944,Big Snatch?,,Time Magazine: 1944/08/14,,n
158045, 254 ,MAG,1944,Out of a Book,,Time Magazine: 1944/08/14,,n
158046, 507 ,MAG,1944,'Dear Mom',,Time Magazine: 1944/08/14,,n
158047, 189 ,MAG,1944,High Numbers Canceled,,Time Magazine: 1944/08/14,,n
158048, 231 ,MAG,1944,'From My Own Men',,Time Magazine: 1944/08/14,,n
158049, 388 ,MAG,1944,Devil Dogs,,Time Magazine: 1944/08/14,,n
158050, 97 ,MAG,1944,Who Won,,Time Magazine: 1944/08/14,,n
158051, 329 ,MAG,1944,Back to the Balkans,,Time Magazine: 1944/08/14,,n
158052, 82 ,MAG,1944,Transatlantic Thunderer,,Time Magazine: 1944/08/14,,n
158053, 83 ,MAG,1944,"Dull, Eh?",,Time Magazine: 1944/08/14,,n
158054, 436 ,MAG,1944,The New Pictures,,Time Magazine: 1944/08/14,,n
158055, 106 ,MAG,1944,Current & Choice,,Time Magazine: 1944/08/14,,n
160933, 526 ,MAG,1944,Slugging Fifteenth,,Time Magazine: 1944/04/24,,n
160934, 268 ,MAG,1944,Man of Good Will,,Time Magazine: 1944/04/24,,n
160935, 370 ,MAG,1944,Tough Talk,,Time Magazine: 1944/04/24,,n
160936, 187 ,MAG,1944,Status Quo Ante?,,Time Magazine: 1944/04/24,,n
160937, 79 ,MAG,1944,Eyes Right and Left,,Time Magazine: 1944/04/24,,n
160938, 52 ,MAG,1944,Germany Divided?,,Time Magazine: 1944/04/24,,n
160939, 515 ,MAG,1944,Journey Into the World,,Time Magazine: 1944/04/24,,n
160940, 308 ,MAG,1944,Almost Queen,,Time Magazine: 1944/04/24,,n
160941, 108 ,MAG,1944,Africa for Africans,,Time Magazine: 1944/04/24,,n
160942, 371 ,MAG,1944,"Adieu, Giraud",,Time Magazine: 1944/04/24,,n
160943, 375 ,MAG,1944,NO HURRY IN HELSINKI,,Time Magazine: 1944/04/24,,n
160944, 194 ,MAG,1944,'Our Dead Demand . . .',,Time Magazine: 1944/04/24,,n
160945, 389 ,MAG,1944,The King Speaks,,Time Magazine: 1944/04/24,,n
160946, 462 ,MAG,1944,Embarrassment of a Confucian,,Time Magazine: 1944/04/24,,n
161033, 425 ,MAG,1944,Saddle & Sirloin,,Time Magazine: 1944/06/05,,n
161034, 498 ,MAG,1944,Public Utility,,Time Magazine: 1944/06/05,,n
161035, 492 ,MAG,1944,[People],,Time Magazine: 1944/06/05,,n
161036, 278 ,MAG,1944,"Polls, Pro & Con",,Time Magazine: 1944/06/05,,n
161037, 58 ,MAG,1944,Brazilian Blackout,,Time Magazine: 1944/06/05,,n
161038, 147 ,MAG,1944,Argentine Way,,Time Magazine: 1944/06/05,,n
161039, 105 ,MAG,1944,Tokyo Papers Please Copy,,Time Magazine: 1944/06/05,,n
431326," 8,294 ",MAG,1945,Your New World of Tomorrow,F. Barrows Colton,National Geographic: 1945: October: 385-410,,n
161233, 325 ,MAG,1945,The War Against Weeds,,Time Magazine: 1945/02/19,,n
161234, 140 ,MAG,1945,What the Navy Needs,,Time Magazine: 1945/02/19,,n
161235, 148 ,MAG,1945,"In Peace, Prepare",,Time Magazine: 1945/02/19,,n
161236, 491 ,MAG,1945,New Plays In Manhattan,,Time Magazine: 1945/02/19,,n
161237, 431 ,MAG,1945,Parlor Pinochle,,Time Magazine: 1945/02/19,,n
161238, 383 ,MAG,1945,NEW GAME,,Time Magazine: 1945/02/19,,n
161239, 294 ,MAG,1945,Army & Navy Again,,Time Magazine: 1945/02/19,,n
161240, 133 ,MAG,1945,"Herman, Mize, Vander Meer",,Time Magazine: 1945/02/19,,n
158340, 144 ,MAG,1945,Hero on a Horse,,Time Magazine: 1945/04/02,,n
158341, 311 ,MAG,1945,Not Yet Enough,,Time Magazine: 1945/04/02,,n
158342, 284 ,MAG,1945,Who Wants Japs?,,Time Magazine: 1945/04/02,,n
158343, 271 ,MAG,1945,Peace Above Politics,,Time Magazine: 1945/04/02,,n
158344, 274 ,MAG,1945,Push & Prelude,,Time Magazine: 1945/04/02,,n
158345, 63 ,MAG,1945,Alcartra's Party,,Time Magazine: 1945/04/02,,n
158346, 136 ,MAG,1945,Dry Run,,Time Magazine: 1945/04/02,,n
158347, 281 ,MAG,1945,Whoever Dun It. . ,,Time Magazine: 1945/04/02,,n
158348, 222 ,MAG,1945,Student Spree,,Time Magazine: 1945/04/02,,n
158349, 94 ,MAG,1945,Point of Honor,,Time Magazine: 1945/04/02,,n
158350, 477 ,MAG,1945,[People],,Time Magazine: 1945/04/02,,n
158351, 383 ,MAG,1945,Congregation v. Choir,,Time Magazine: 1945/04/02,,n
158352, 208 ,MAG,1945,Justice over Mercy,,Time Magazine: 1945/04/02,,n
158353, 308 ,MAG,1945,Sister Kenny Fights On,,Time Magazine: 1945/04/02,,n
158440, 314 ,MAG,1945,Dr. Gubbins,,Time Magazine: 1945/04/16,,n
158441, 255 ,MAG,1945,Oklahoma Maestro,,Time Magazine: 1945/04/16,,n
158442, 484 ,MAG,1945,The Venus Fixers,,Time Magazine: 1945/04/16,,n
158443, 272 ,MAG,1945,Union Trouble,,Time Magazine: 1945/04/16,,n
158444, 450 ,MAG,1945,What's Wrong?,,Time Magazine: 1945/04/16,,n
158445, 308 ,MAG,1945,Vicar of St. Luke's,,Time Magazine: 1945/04/16,,n
158446, 122 ,MAG,1945,Sacrifice,,Time Magazine: 1945/04/16,,n
158447, 280 ,MAG,1945,Through the Valley,,Time Magazine: 1945/04/16,,n
158448, 340 ,MAG,1945,Winter's Last Licks,,Time Magazine: 1945/04/16,,n
158449, 410 ,MAG,1945,Broadcasting San Francisco,,Time Magazine: 1945/04/16,,n
158450, 304 ,MAG,1945,"Reporter, Spare My Quotes",,Time Magazine: 1945/04/16,,n
158451, 492 ,MAG,1945,The Road to Peace,,Time Magazine: 1945/04/16,,n
158452, 488 ,MAG,1945,To the Americas,,Time Magazine: 1945/04/16,,n
158453, 437 ,MAG,1945,Emergency's End,,Time Magazine: 1945/04/16,,n
158540, 143 ,MAG,1945,25th Birthday,,Time Magazine: 1945/10/28,,n
158541, 497 ,MAG,1945,More by Corwin,,Time Magazine: 1945/10/28,,n
158542, 258 ,MAG,1945,How Polio Spreads,,Time Magazine: 1945/10/28,,n
158543, 442 ,MAG,1945,Virility Prolonged,,Time Magazine: 1945/10/28,,n
158544, 180 ,MAG,1945,Change of Blood,,Time Magazine: 1945/10/28,,n
158545, 467 ,MAG,1945,Stink in Chicago,,Time Magazine: 1945/10/28,,n
158546, 55 ,MAG,1945,Doctor's Exchange,,Time Magazine: 1945/10/28,,n
158547, 220 ,MAG,1945,Fascism at U. S. C,,Time Magazine: 1945/10/28,,n
158548, 451 ,MAG,1945,Goring's Beauties,,Time Magazine: 1945/10/28,,n
158549, 202 ,MAG,1945,Salutes in London,,Time Magazine: 1945/10/28,,n
158550, 457 ,MAG,1945,Just Deserts,,Time Magazine: 1945/10/28,,n
158551, 415 ,MAG,1945,Historic Decision,,Time Magazine: 1945/10/28,,n
158552, 500 ,MAG,1945,Europe's Recovery,,Time Magazine: 1945/10/28,,n
158553, 318 ,MAG,1945,Hill Ahead,,Time Magazine: 1945/10/28,,n
158640, 246 ,MAG,1945,New Musical in Manhattan,,Time Magazine: 1945/06/04,,n
158641, 290 ,MAG,1945,The Blessed,,Time Magazine: 1945/06/04,,n
158642, 122 ,MAG,1945,New Moderator,,Time Magazine: 1945/06/04,,n
158643, 97 ,MAG,1945,The Wee Frees Catch Up,,Time Magazine: 1945/06/04,,n
158644, 368 ,MAG,1945,[Milestones],,Time Magazine: 1945/06/04,,n
158645, 433 ,MAG,1945,The New Pictures,,Time Magazine: 1945/06/04,,n
158646, 78 ,MAG,1945,CURRENT & CHOICE,,Time Magazine: 1945/06/04,,n
158647, 494 ,MAG,1945,Dilemma,,Time Magazine: 1945/06/04,,n
158648, 490 ,MAG,1945,Aleutian Honeymoon,,Time Magazine: 1945/06/04,,n
158649, 535 ,MAG,1945,Making of a Statesman,,Time Magazine: 1945/06/04,,n
158650, 381 ,MAG,1945,[Miscellany],,Time Magazine: 1945/06/04,,n
158651, 486 ,MAG,1945,[Letters],,Time Magazine: 1945/06/11,,n
158652, 382 ,MAG,1945,[Miscellany],,Time Magazine: 1945/06/11,,n
158653, 567 ,MAG,1945,[A Letter From The Publisher],,Time Magazine: 1945/06/11,,n
158740, 280 ,MAG,1945,Inspired Choice,,Time Magazine: 1945/06/18,,n
158741, 262 ,MAG,1945,The President's Week,,Time Magazine: 1945/06/18,,n
158742, 486 ,MAG,1945,To Train or Not to Train?,,Time Magazine: 1945/06/18,,n
158743, 221 ,MAG,1945,Higher Prices?,,Time Magazine: 1945/06/18,,n
158744, 316 ,MAG,1945,COMINCH for Air?,,Time Magazine: 1945/06/18,,n
158745, 106 ,MAG,1945,Happy Augury?,,Time Magazine: 1945/06/18,,n
158746, 506 ,MAG,1945,24-Star General,,Time Magazine: 1945/06/18,,n
158747, 120 ,MAG,1945,The Tydings Program,,Time Magazine: 1945/06/18,,n
158748, 500 ,MAG,1945,"Bill, Willie & Joe",,Time Magazine: 1945/06/18,,n
158749, 275 ,MAG,1945,Who Are the Allies?,,Time Magazine: 1945/06/18,,n
158750, 356 ,MAG,1945,G.I. 'Heaven',,Time Magazine: 1945/06/18,,n
158751, 392 ,MAG,1945,To Stop the Leak,,Time Magazine: 1945/06/18,,n
158752, 570 ,MAG,1945,OUR ALLY CHINA,,Time Magazine: 1945/06/18,,n
158753, 517 ,MAG,1945,This Is It,,Time Magazine: 1945/06/18,,n
158840, 98 ,MAG,1945,Come On Over,,Time Magazine: 1945/06/02,,n
158841, 268 ,MAG,1945,Fire in the Night,,Time Magazine: 1945/06/02,,n
158842, 403 ,MAG,1945,Fairwings over the Empire,,Time Magazine: 1945/06/02,,n
158843, 451 ,MAG,1945,Holiday Inn,,Time Magazine: 1945/06/02,,n
158844, 445 ,MAG,1945,End on Okinawa,,Time Magazine: 1945/06/02,,n
158845, 167 ,MAG,1945,General's Burial,,Time Magazine: 1945/06/02,,n
158846, 337 ,MAG,1945,Volckmann's Guerrillas,,Time Magazine: 1945/06/02,,n
158847, 98 ,MAG,1945,Controlled Retreat,,Time Magazine: 1945/06/02,,n
158848, 229 ,MAG,1945,Come With Us,,Time Magazine: 1945/06/02,,n
158849, 309 ,MAG,1945,The Old House,,Time Magazine: 1945/06/02,,n
158850, 395 ,MAG,1945,Explosive Crisis,,Time Magazine: 1945/06/02,,n
158851, 61 ,MAG,1945,Felicitations,,Time Magazine: 1945/06/02,,n
158852, 77 ,MAG,1945,The New Statesman,,Time Magazine: 1945/06/02,,n
158853, 176 ,MAG,1945,Haw Haw,,Time Magazine: 1945/06/02,,n
158939, 294 ,MAG,1945,Repeat Performance,,Time Magazine: 1945/09/10,,n
158940, 454 ,MAG,1945,Gentlemen of Japan,,Time Magazine: 1945/09/10,,n
158941, 227 ,MAG,1945,"Parlor, Bedroom & Bath",,Time Magazine: 1945/09/10,,n
158942, 53 ,MAG,1945,Specialist,,Time Magazine: 1945/09/10,,n
158943, 157 ,MAG,1945,"Oinc, Moinc, Soinc",,Time Magazine: 1945/09/10,,n
158944, 478 ,MAG,1945,Reunion in Vienna,,Time Magazine: 1945/09/10,,n
158945, 133 ,MAG,1945,Public Service,,Time Magazine: 1945/09/10,,n
158946, 228 ,MAG,1945,Rhythm in Berlin,,Time Magazine: 1945/09/10,,n
158947, 492 ,MAG,1945,Parker Returns,,Time Magazine: 1945/09/10,,n
158948, 124 ,MAG,1945,Sale,,Time Magazine: 1945/09/10,,n
158949, 191 ,MAG,1945,"Real Chess, Too",,Time Magazine: 1945/09/10,,n
158950, 301 ,MAG,1945,20th-Century Vermeer,,Time Magazine: 1945/09/10,,n
158951, 269 ,MAG,1945,Polio Report,,Time Magazine: 1945/09/10,,n
158952, 119 ,MAG,1945,Diseased Berlin,,Time Magazine: 1945/09/10,,n
159039, 131 ,MAG,1945,Three for Four,,Time Magazine: 1945/10/01,,n
159040, 158 ,MAG,1945,For the Faithful Only,,Time Magazine: 1945/10/01,,n
159041, 364 ,MAG,1945,Manual of Mysticism,,Time Magazine: 1945/10/01,,n
159042, 125 ,MAG,1945,Sunday School Fiasco,,Time Magazine: 1945/10/01,,n
159043, 45 ,MAG,1945,The Score,,Time Magazine: 1945/10/01,,n
159044, 285 ,MAG,1945,Optimistic Ziggurat,,Time Magazine: 1945/10/01,,n
159045, 348 ,MAG,1945,Why Abstract?,,Time Magazine: 1945/10/01,,n
159046, 144 ,MAG,1945,New Colossus,,Time Magazine: 1945/10/01,,n
159047, 64 ,MAG,1945,Incentive,,Time Magazine: 1945/10/01,,n
159048, 427 ,MAG,1945,Stuart of Yenching,,Time Magazine: 1945/10/01,,n
159049, 177 ,MAG,1945,Mechanical Teacher,,Time Magazine: 1945/10/01,,n
159050, 370 ,MAG,1945,[Milestones],,Time Magazine: 1945/10/01,,n
159051, 528 ,MAG,1945,A Star Is Born,,Time Magazine: 1945/10/01,,n
159052, 336 ,MAG,1945,Where's the Ceiling?,,Time Magazine: 1945/10/01,,n
159139, 218 ,MAG,1945,Agreement,,Time Magazine: 1945/10/08,,n
159140, 291 ,MAG,1945,Glamor for Standard,,Time Magazine: 1945/10/08,,n
159141, 399 ,MAG,1945,The Bitter End,,Time Magazine: 1945/10/08,,n
159142, 453 ,MAG,1945,Tin Can King,,Time Magazine: 1945/10/08,,n
159143, 285 ,MAG,1945,Facts & Figures,,Time Magazine: 1945/10/08,,n
159144, 335 ,MAG,1945,% American Express,,Time Magazine: 1945/10/08,,n
159145, 311 ,MAG,1945,As the Twig Is Bent,,Time Magazine: 1945/10/08,,n
159146, 258 ,MAG,1945,As They Like It,,Time Magazine: 1945/10/08,,n
159147, 107 ,MAG,1945,The Professor Returns,,Time Magazine: 1945/10/08,,n
159148, 174 ,MAG,1945,Higher & Higher Education,,Time Magazine: 1945/10/08,,n
159149, 330 ,MAG,1945,[Miscellany],,Time Magazine: 1945/10/08,,n
159150, 521 ,MAG,1945,The New Pictures,,Time Magazine: 1945/10/08,,n
159252, 222 ,MAG,1945,Man to Watch,,Time Magazine: 1945/11/26,,n
159338, 405 ,MAG,1945,Victory in Rutledge,,Time Magazine: 1945/12/17,,n
159339, 276 ,MAG,1945,Victory on Sugar Hill,,Time Magazine: 1945/12/17,,n
159340, 78 ,MAG,1945,Religious Matter,,Time Magazine: 1945/12/17,,n
159341, 414 ,MAG,1945,The Quick & the Dead,,Time Magazine: 1945/12/17,,n
159342, 454 ,MAG,1945,Home by Christmas?,,Time Magazine: 1945/12/17,,n
159343, 332 ,MAG,1945,Early Birdman,,Time Magazine: 1945/12/17,,n
159344, 425 ,MAG,1945,Shaking Down the Stars,,Time Magazine: 1945/12/17,,n
159345, 54 ,MAG,1945,Cheer Up,,Time Magazine: 1945/12/17,,n
159346, 83 ,MAG,1945,What the Nazis Thought,,Time Magazine: 1945/12/17,,n
159347, 368 ,MAG,1945,Toward World Trade,,Time Magazine: 1945/12/17,,n
159348, 149 ,MAG,1945,It Can Be Simply Said,,Time Magazine: 1945/12/17,,n
159349, 335 ,MAG,1945,Mission to Moscow,,Time Magazine: 1945/12/17,,n
159350, 225 ,MAG,1945,The Source,,Time Magazine: 1945/12/17,,n
159351, 497 ,MAG,1945,Winter of Discontent,,Time Magazine: 1945/12/17,,n
305246, 157 ,MAG,1945,Emporia Prays,,Time Magazine: 1945/04/09,,n
305247, 284 ,MAG,1945,How to Lead a Name Band,,Time Magazine: 1945/04/09,,n
305248, 293 ,MAG,1945,Finn's Jennies,,Time Magazine: 1945/04/09,,n
305249, 314 ,MAG,1945,100-Year-Old Hit,,Time Magazine: 1945/04/09,,n
305250, 178 ,MAG,1945,Rainbow Gunsight,,Time Magazine: 1945/04/09,,n
305251, 208 ,MAG,1945,Maps for War,,Time Magazine: 1945/04/09,,n
305252, 130 ,MAG,1945,Three-Day Wonder,,Time Magazine: 1945/04/09,,n
305253, 359 ,MAG,1945,Atlanta's Annual,,Time Magazine: 1945/04/09,,n
305254, 510 ,MAG,1945,Pennant Prospects,,Time Magazine: 1945/04/09,,n
174308, 163 ,MAG,1945,Joe,,Time Magazine: 1945/02/05,,n
174309, 467 ,MAG,1945,A Bear Hug For History,,Time Magazine: 1945/02/05,,n
174310, 373 ,MAG,1945,The Black Hole Of Luzon,,Time Magazine: 1945/02/05,,n
174311, 246 ,MAG,1945,Closer To The Goal,,Time Magazine: 1945/02/05,,n
174312, 81 ,MAG,1945,The Answer Direct,,Time Magazine: 1945/02/05,,n
174313, 184 ,MAG,1945,Water Deal,,Time Magazine: 1945/02/05,,n
174314, 196 ,MAG,1945,'Not Tonight',,Time Magazine: 1945/02/05,,n
174315, 322 ,MAG,1945,Coach Alex Steps Down,,Time Magazine: 1945/02/05,,n
174316, 367 ,MAG,1945,G.I. Jill,,Time Magazine: 1945/02/05,,n
174612, 522 ,MAG,1945,Look a Russian in the Eye,,Time Magazine: 1945/04/30,,n
174613, 494 ,MAG,1945,DUMBARTON OAKS AND SAN FRANCISCO,,Time Magazine: 1945/04/30,,n
174614, 479 ,MAG,1945,What It's All About,,Time Magazine: 1945/04/30,,n
174615, 430 ,MAG,1945,The Delegates,,Time Magazine: 1945/04/30,,n
174616, 417 ,MAG,1945,Waiting,,Time Magazine: 1945/04/30,,n
174617, 520 ,MAG,1945,Doom & Triumph,,Time Magazine: 1945/04/30,,n
174704, 453 ,MAG,1945,"Hello, Tovansh!",,Time Magazine: 1945/02/07,,n
174705, 480 ,MAG,1945,Collapse & Cleanup,,Time Magazine: 1945/02/07,,n
174706, 323 ,MAG,1945,Tails Up,,Time Magazine: 1945/04/07,,n
174707, 215 ,MAG,1945,Baled Bomb,,Time Magazine: 1945/04/07,,n
174708, 456 ,MAG,1945,Women's War,,Time Magazine: 1945/04/07,,n
174709, 257 ,MAG,1945,Happy Anniversary,,Time Magazine: 1945/04/07,,n
174710, 63 ,MAG,1945,Money's Worth,,Time Magazine: 1945/04/07,,n
174711, 180 ,MAG,1945,Southward in Burma,,Time Magazine: 1945/04/07,,n
174712, 48 ,MAG,1945,One for the Scrapbook,,Time Magazine: 1945/04/07,,n
174713, 386 ,MAG,1945,Plans & Promises,,Time Magazine: 1945/04/07,,n
174714, 496 ,MAG,1945,The Too-Warm Dinosaur,,Time Magazine: 1945/04/07,,n
174715, 229 ,MAG,1945,Guinea Pig's Rival,,Time Magazine: 1945/04/07,,n
174716, 110 ,MAG,1945,Research Boom,,Time Magazine: 1945/04/07,,n
174717, 182 ,MAG,1945,The Case for Federal Aid,,Time Magazine: 1945/04/07,,n
174804, 337 ,MAG,1945,A Lively Parliament,,Time Magazine: 1945/06/25,,n
174805, 155 ,MAG,1945,Oil Deal,,Time Magazine: 1945/06/25,,n
174907, 369 ,MAG,1945,[Milestones],,Time Magazine: 1945/08/20,,n
174908, 539 ,MAG,1945,Radar,,Time Magazine: 1945/08/20,,n
174909, 149 ,MAG,1945,The Winner,,Time Magazine: 1945/08/20,,n
174910, 473 ,MAG,1945,Facts & Figures,,Time Magazine: 1945/08/20,,n
174911, 204 ,MAG,1945,New Luster for Vanadium,,Time Magazine: 1945/08/20,,n
174912, 190 ,MAG,1945,Mouse House,,Time Magazine: 1945/08/20,,n
174913, 267 ,MAG,1945,"No, Thanks!",,Time Magazine: 1945/08/20,,n
174914, 144 ,MAG,1945,Phones for Jobs,,Time Magazine: 1945/08/20,,n
174915, 225 ,MAG,1945,Wheeler v. the B. & O,,Time Magazine: 1945/08/20,,n
174916, 127 ,MAG,1945,Plumber's Helper,,Time Magazine: 1945/08/20,,n
174917, 443 ,MAG,1945,Sense or Nonsense?,,Time Magazine: 1945/08/20,,n
178896, 416 ,MAG,1945,Dynamic Kernels,,Time Magazine: 1945/09/30,,n
178897, 441 ,MAG,1945,C.O.s,,Time Magazine: 1945/09/30,,n
178898, 211 ,MAG,1945,New Musical in Manhattan,,Time Magazine: 1945/09/30,,n
178899, 356 ,MAG,1945,[Milestones],,Time Magazine: 1945/09/30,,n
178900, 511 ,MAG,1945,The U.P. Trail,,Time Magazine: 1945/09/30,,n
178901, 208 ,MAG,1945,Joe Kennedy Buys,,Time Magazine: 1945/09/30,,n
178902, 264 ,MAG,1945,"No Give, No Take",,Time Magazine: 1945/09/30,,n
178903, 316 ,MAG,1945,Facts & Figures,,Time Magazine: 1945/09/30,,n
178904, 469 ,MAG,1945,Success Story,,Time Magazine: 1945/09/30,,n
178905, 445 ,MAG,1945,Bigger & Better U.S. Science,,Time Magazine: 1945/09/30,,n
178906, 305 ,MAG,1945,The Word,,Time Magazine: 1945/09/30,,n
178907, 530 ,MAG,1945,The Earth Grows Warmer?,,Time Magazine: 1945/09/30,,n
178908, 455 ,MAG,1945,The New Pictures,,Time Magazine: 1945/09/30,,n
178909, 471 ,MAG,1945,The Doldrums,,Time Magazine: 1945/09/30,,n
475286," 3,866 ",MAG,1945,Trucks and trains in battle: ,Irwin Ross,Harpers: 1945-01 p. 126-132,,n
475317," 5,221 ",MAG,1945,Soldier into civilian,Christopher La Farge,Harpers: 1945-03 p. 339-346,,n
475329," 5,196 ",MAG,1945,India's insoluble hunger,John Fischer,Harpers: 1945-04 p. 438-445,,n
475346," 1,164 ",MAG,1945,The press: ,,Harpers: 1945-05 p. 592-598,,n
169114, 522 ,MAG,1945,Chiang is China,,Time Magazine: 1945/01/22,,n
169115, 167 ,MAG,1945,How the Winds Blow,,Time Magazine: 1945/01/22,,n
169116, 68 ,MAG,1945,Comparatively Delicate Appetite,,Time Magazine: 1945/01/22,,n
169117, 458 ,MAG,1945,Clipped Wings,,Time Magazine: 1945/01/22,,n
169118, 346 ,MAG,1945,'Millionaire Battalion',,Time Magazine: 1945/01/22,,n
169119, 145 ,MAG,1945,'Carry On',,Time Magazine: 1945/01/22,,n
169120, 184 ,MAG,1945,King to Canada,,Time Magazine: 1945/01/22,,n
169121, 51 ,MAG,1945,Reservation,,Time Magazine: 1945/01/22,,n
169122, 159 ,MAG,1945,Red Controller,,Time Magazine: 1945/01/22,,n
169222, 270 ,MAG,1945,"After You, Dear Allies",,Time Magazine: 1945/02/26,,n
169420, 223 ,MAG,1945,Yu Pien Chou!,,Time Magazine: 1945/11/16,,n
169421, 496 ,MAG,1945,Soldier of Peace,,Time Magazine: 1945/11/16,,n
169422, 239 ,MAG,1945,Riots in Aldershot,,Time Magazine: 1945/11/16,,n
169423, 361 ,MAG,1945,Elections?,,Time Magazine: 1945/11/16,,n
169424, 105 ,MAG,1945,General Reorganization,,Time Magazine: 1945/12/16,,n
169425, 472 ,MAG,1945,[People],,Time Magazine: 1945/12/16,,n
169426, 160 ,MAG,1945,Nuts to Petrillo,,Time Magazine: 1945/12/16,,n
169513, 296 ,MAG,1945,Cavalleria's Crown,,Time Magazine: 1945/08/13,,n
180796, 280 ,MAG,1945,The Men around the Emperor,,Time Magazine: 1945/01/23,,n
180797, 345 ,MAG,1945,False Dawn,,Time Magazine: 1945/01/23,,n
180798, 315 ,MAG,1945,Two-Edged Dagger,,Time Magazine: 1945/01/23,,n
180799, 256 ,MAG,1945,Padilla Out,,Time Magazine: 1945/01/23,,n
180800, 234 ,MAG,1945,Simple,,Time Magazine: 1945/01/23,,n
180801, 194 ,MAG,1945,Disaster,,Time Magazine: 1945/01/23,,n
180802, 376 ,MAG,1945,U-530,,Time Magazine: 1945/01/23,,n
180803, 493 ,MAG,1945,[People],,Time Magazine: 1945/01/23,,n
180890, 142 ,MAG,1945,New Records,,Time Magazine: 1945/08/06,,n
180891, 496 ,MAG,1945,Nervous Yankee,,Time Magazine: 1945/08/06,,n
180892, 478 ,MAG,1945,Beauty & Pleasure,,Time Magazine: 1945/08/06,,n
180893, 67 ,MAG,1945,Whadaya Read?,,Time Magazine: 1945/08/06,,n
